con;np1;np2;female;cat;verb;prompt;continuation
weil;Jan;Jennifer;False;stim-exp;irritierte;Jan irritierte Jennifer, weil;Jan irritierte Jennifer, weil sie nicht mehr mit ihr zusammen war.
weil;Jan;Jennifer;False;stim-exp;schockierte;Jan schockierte Jennifer, weil;Jan schockierte Jennifer, weil er sie nicht mehr sehen konnte.
weil;Jan;Jennifer;False;stim-exp;störte;Jan störte Jennifer, weil;Jan störte Jennifer, weil sie nicht mehr mit ihr zusammen war.
weil;Jan;Jennifer;False;stim-exp;überraschte;Jan überraschte Jennifer, weil;Jan überraschte Jennifer, weil es ihr so gut gefallen hat.
weil;Jan;Jennifer;False;stim-exp;verwirrte;Jan verwirrte Jennifer, weil;Jan verwirrte Jennifer, weil es ihr so gut gefallen hat, dass sie sich für sie entschieden hat.
weil;Jan;Jennifer;False;exp-stim;bewunderte;Jan bewunderte Jennifer, weil;Jan bewunderte Jennifer, weil er sie nicht nur als eine der besten Schauspielerinnen der Welt bezeichnete, sondern auch als
weil;Jan;Jennifer;False;exp-stim;fürchtete;Jan fürchtete Jennifer, weil;Jan fürchtete Jennifer, weil sie nicht mehr mit dem Mann zusammenleben konnte.
weil;Jan;Jennifer;False;exp-stim;sorgte sich um;Jan sorgte sich um Jennifer, weil;Jan sorgte sich um Jennifer, weil es zu spät war.
weil;Jan;Jennifer;False;exp-stim;verachtete;Jan verachtete Jennifer, weil;Jan verachtete Jennifer, weil er sie nicht mochte.
weil;Jan;Jennifer;False;exp-stim;vertraute;Jan vertraute Jennifer, weil;Jan vertraute Jennifer, weil es ihr gut ging.
weil;Jan;Jennifer;False;exp-stim;achtete;Jan achtete Jennifer, weil;Jan achtete Jennifer, weil ich sie nicht mochte.
weil;Jan;Jennifer;False;exp-stim;bedauerte;Jan bedauerte Jennifer, weil;Jan bedauerte Jennifer, weil ich mich für sie entschieden habe.
weil;Jan;Jennifer;False;exp-stim;bemitleidete;Jan bemitleidete Jennifer, weil;Jan bemitleidete Jennifer, weil sie nicht mehr mit ihr zusammen war.
weil;Jan;Jennifer;False;exp-stim;ekelte sich vor;Jan ekelte sich vor Jennifer, weil;Jan ekelte sich vor Jennifer, weil er nicht mehr mit ihr zusammen ist.
weil;Jan;Jennifer;False;exp-stim;hasste;Jan hasste Jennifer, weil;Jan hasste Jennifer, weil sie nicht mehr mit ihm zusammen ist.
weil;Jan;Jennifer;False;exp-stim;liebte;Jan liebte Jennifer, weil;Jan liebte Jennifer, weil er sie liebte.
weil;Jan;Jennifer;False;exp-stim;misstraute;Jan misstraute Jennifer, weil;Jan misstraute Jennifer, weil sie nicht mehr mit ihr zusammen ist.
weil;Jan;Jennifer;False;exp-stim;mochte;Jan mochte Jennifer, weil;Jan mochte Jennifer, weil es ihr gefällt.
weil;Jan;Jennifer;False;exp-stim;respektierte;Jan respektierte Jennifer, weil;Jan respektierte Jennifer, weil es ihr gut ging.
weil;Jan;Jennifer;False;exp-stim;schätzte;Jan schätzte Jennifer, weil;Jan schätzte Jennifer, weil es ihr so gut gefallen hat.
weil;Jan;Jennifer;False;exp-stim;verabscheute;Jan verabscheute Jennifer, weil;Jan verabscheute Jennifer, weil er nicht mehr mit ihr zusammen war.
weil;Jan;Jennifer;False;exp-stim;verehrte;Jan verehrte Jennifer, weil;Jan verehrte Jennifer, weil sie eine Freundin von ihm hatte.
weil;Jan;Jennifer;False;exp-stim;vergötterte;Jan vergötterte Jennifer, weil;Jan vergötterte Jennifer, weil er sie nicht mehr liebte.
weil;Jan;Jennifer;False;exp-stim;vermisste;Jan vermisste Jennifer, weil;Jan vermisste Jennifer, weil sie nicht mehr mit ihr zusammen war.
weil;Alexander;Stephanie;False;stim-exp;beeindruckte;Alexander beeindruckte Stephanie, weil;Alexander beeindruckte Stephanie, weil er ihr die Augen geöffnet hatte.
weil;Alexander;Stephanie;False;stim-exp;enttäuschte;Alexander enttäuschte Stephanie, weil;Alexander enttäuschte Stephanie, weil sie nicht wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;stim-exp;inspirierte;Alexander inspirierte Stephanie, weil;Alexander inspirierte Stephanie, weil die beiden sich in der Schule kennenlernten.
weil;Alexander;Stephanie;False;stim-exp;langweilte;Alexander langweilte Stephanie, weil;Alexander langweilte Stephanie, weil sie nicht mehr mit ihm zusammen war.
weil;Alexander;Stephanie;False;stim-exp;verblüffte;Alexander verblüffte Stephanie, weil;Alexander verblüffte Stephanie, weil sie die Worte nicht verstand.
weil;Alexander;Stephanie;False;stim-exp;amüsierte;Alexander amüsierte Stephanie, weil;Alexander amüsierte Stephanie, weil es ihr so gut ging.
weil;Alexander;Stephanie;False;stim-exp;ängstigte;Alexander ängstigte Stephanie, weil;Alexander ängstigte Stephanie, weil sie nicht mehr mit ihr zurechtkomme.
weil;Alexander;Stephanie;False;stim-exp;begeisterte;Alexander begeisterte Stephanie, weil;Alexander begeisterte Stephanie, weil sie ihn so sehr mochte.
weil;Alexander;Stephanie;False;stim-exp;bezauberte;Alexander bezauberte Stephanie, weil;Alexander bezauberte Stephanie, weil es so schön war.
weil;Alexander;Stephanie;False;stim-exp;entzückte;Alexander entzückte Stephanie, weil;Alexander entzückte Stephanie, weil es ihm gut ging.
weil;Alexander;Stephanie;False;stim-exp;erschreckte;Alexander erschreckte Stephanie, weil;Alexander erschreckte Stephanie, weil sie ihn nicht erkannte.
weil;Alexander;Stephanie;False;stim-exp;erschütterte;Alexander erschütterte Stephanie, weil;Alexander erschütterte Stephanie, weil sie sich nicht mehr mit ihr identifizieren konnte.
weil;Alexander;Stephanie;False;stim-exp;erstaunte;Alexander erstaunte Stephanie, weil;Alexander erstaunte Stephanie, weil es ihm gut geht.
weil;Alexander;Stephanie;False;stim-exp;faszinierte;Alexander faszinierte Stephanie, weil;Alexander faszinierte Stephanie, weil sie sich von ihr angezogen fühlte.
weil;Alexander;Stephanie;False;stim-exp;irritierte;Alexander irritierte Stephanie, weil;Alexander irritierte Stephanie, weil sie nicht mehr mit ihm zusammen war.
weil;Alexander;Stephanie;False;stim-exp;schockierte;Alexander schockierte Stephanie, weil;Alexander schockierte Stephanie, weil er sie nicht mehr gesehen hatte.
weil;Alexander;Stephanie;False;stim-exp;störte;Alexander störte Stephanie, weil;Alexander störte Stephanie, weil sie sich nicht mit ihr ins Gespräch brachte.
weil;Alexander;Stephanie;False;stim-exp;überraschte;Alexander überraschte Stephanie, weil;Alexander überraschte Stephanie, weil sie ihn in den Armen hielt.
weil;Alexander;Stephanie;False;stim-exp;verwirrte;Alexander verwirrte Stephanie, weil;Alexander verwirrte Stephanie, weil sie nicht mehr mit ihm zusammen war.
weil;Alexander;Stephanie;False;exp-stim;bewunderte;Alexander bewunderte Stephanie, weil;Alexander bewunderte Stephanie, weil er sie so liebte.
weil;Alexander;Stephanie;False;exp-stim;fürchtete;Alexander fürchtete Stephanie, weil;Alexander fürchtete Stephanie, weil sie nicht mehr mit ihm zusammen sein wollte.
weil;Alexander;Stephanie;False;exp-stim;sorgte sich um;Alexander sorgte sich um Stephanie, weil;Alexander sorgte sich um Stephanie, weil es zu spät war.
weil;Alexander;Stephanie;False;exp-stim;verachtete;Alexander verachtete Stephanie, weil;Alexander verachtete Stephanie, weil er sie nicht mochte.
weil;Alexander;Stephanie;False;exp-stim;vertraute;Alexander vertraute Stephanie, weil;Alexander vertraute Stephanie, weil es ihr gut ging.
weil;Alexander;Stephanie;False;exp-stim;achtete;Alexander achtete Stephanie, weil;Alexander achtete Stephanie, weil sie sich für ihn interessierte.
weil;Alexander;Stephanie;False;exp-stim;bedauerte;Alexander bedauerte Stephanie, weil;Alexander bedauerte Stephanie, weil sie sich nicht mehr mit ihr identifizieren konnte.
weil;Alexander;Stephanie;False;exp-stim;bemitleidete;Alexander bemitleidete Stephanie, weil;Alexander bemitleidete Stephanie, weil er nicht mehr mit ihm zusammen war.
weil;Alexander;Stephanie;False;exp-stim;ekelte sich vor;Alexander ekelte sich vor Stephanie, weil;Alexander ekelte sich vor Stephanie, weil er nicht mehr mit ihr zusammen war.
weil;Alexander;Stephanie;False;exp-stim;hasste;Alexander hasste Stephanie, weil;Alexander hasste Stephanie, weil ich sie so liebe.
weil;Alexander;Stephanie;False;exp-stim;liebte;Alexander liebte Stephanie, weil;Alexander liebte Stephanie, weil sie ihn liebte.
weil;Alexander;Stephanie;False;exp-stim;misstraute;Alexander misstraute Stephanie, weil;Alexander misstraute Stephanie, weil sie sich nicht mehr mit ihr identifizieren kann.
weil;Alexander;Stephanie;False;exp-stim;mochte;Alexander mochte Stephanie, weil;Alexander mochte Stephanie, weil sie die ganze Zeit mit ihr war.
weil;Alexander;Stephanie;False;exp-stim;respektierte;Alexander respektierte Stephanie, weil;Alexander respektierte Stephanie, weil sie sich für sie entschieden hatte.
weil;Alexander;Stephanie;False;exp-stim;schätzte;Alexander schätzte Stephanie, weil;Alexander schätzte Stephanie, weil sie mit ihr zusammen war.
weil;Alexander;Stephanie;False;exp-stim;verabscheute;Alexander verabscheute Stephanie, weil;Alexander verabscheute Stephanie, weil sie sich nicht mit ihr identifizieren konnte.
weil;Alexander;Stephanie;False;exp-stim;verehrte;Alexander verehrte Stephanie, weil;Alexander verehrte Stephanie, weil es ihm gut ging.
weil;Alexander;Stephanie;False;exp-stim;vergötterte;Alexander vergötterte Stephanie, weil;Alexander vergötterte Stephanie, weil er sie so liebte.
weil;Alexander;Stephanie;False;exp-stim;vermisste;Alexander vermisste Stephanie, weil;Alexander vermisste Stephanie, weil sie nicht mehr mit ihr zusammen war.
weil;Stefan;Natalie;False;stim-exp;beeindruckte;Stefan beeindruckte Natalie, weil;Stefan beeindruckte Natalie, weil sie ihn nicht nur als eine der besten Schauspielerinnen der Welt bezeichnete, sondern auch als
weil;Stefan;Natalie;False;stim-exp;enttäuschte;Stefan enttäuschte Natalie, weil;Stefan enttäuschte Natalie, weil sie nicht mehr mit ihm zusammen war.
weil;Stefan;Natalie;False;stim-exp;inspirierte;Stefan inspirierte Natalie, weil;Stefan inspirierte Natalie, weil es ihm gut ging.
weil;Stefan;Natalie;False;stim-exp;langweilte;Stefan langweilte Natalie, weil;Stefan langweilte Natalie, weil sie nicht mehr mit ihm zusammen war.
weil;Stefan;Natalie;False;stim-exp;verblüffte;Stefan verblüffte Natalie, weil;Stefan verblüffte Natalie, weil sie ihn so liebte.
weil;Stefan;Natalie;False;stim-exp;amüsierte;Stefan amüsierte Natalie, weil;Stefan amüsierte Natalie, weil sie nicht mehr mit ihr zusammen war.
weil;Stefan;Natalie;False;stim-exp;ängstigte;Stefan ängstigte Natalie, weil;Stefan ängstigte Natalie, weil sie sich nicht mehr mit ihr austauschen konnte.
weil;Stefan;Natalie;False;stim-exp;begeisterte;Stefan begeisterte Natalie, weil;Stefan begeisterte Natalie, weil sie ihn so lieb fand.
weil;Stefan;Natalie;False;stim-exp;bezauberte;Stefan bezauberte Natalie, weil;Stefan bezauberte Natalie, weil sie ihn nicht mehr sehen konnte.
weil;Stefan;Natalie;False;stim-exp;entzückte;Stefan entzückte Natalie, weil;Stefan entzückte Natalie, weil es ihr so gut gefallen hat.
weil;Stefan;Natalie;False;stim-exp;erschreckte;Stefan erschreckte Natalie, weil;Stefan erschreckte Natalie, weil sie nicht mehr mit ihm zusammen war.
weil;Stefan;Natalie;False;stim-exp;erschütterte;Stefan erschütterte Natalie, weil;Stefan erschütterte Natalie, weil sie sich nicht mehr mit ihr austauschen konnte.
weil;Stefan;Natalie;False;stim-exp;erstaunte;Stefan erstaunte Natalie, weil;Stefan erstaunte Natalie, weil sie ihn so lieb hat.
weil;Stefan;Natalie;False;stim-exp;faszinierte;Stefan faszinierte Natalie, weil;Stefan faszinierte Natalie, weil er ihr die Augen geöffnet hatte.
weil;Stefan;Natalie;False;stim-exp;irritierte;Stefan irritierte Natalie, weil;Stefan irritierte Natalie, weil sie nicht mehr mit ihm zusammen war.
weil;Stefan;Natalie;False;stim-exp;schockierte;Stefan schockierte Natalie, weil;Stefan schockierte Natalie, weil sie sich nicht mehr mit dem Thema beschäftigte.
weil;Stefan;Natalie;False;stim-exp;störte;Stefan störte Natalie, weil;Stefan störte Natalie, weil sie sich nicht mehr mit ihr austauschen konnte.
weil;Stefan;Natalie;False;stim-exp;überraschte;Stefan überraschte Natalie, weil;Stefan überraschte Natalie, weil sie ihn nicht mehr sehen konnte.
weil;Stefan;Natalie;False;stim-exp;verwirrte;Stefan verwirrte Natalie, weil;Stefan verwirrte Natalie, weil sie sich nicht mehr mit ihr identifizieren konnte.
weil;Stefan;Natalie;False;exp-stim;bewunderte;Stefan bewunderte Natalie, weil;Stefan bewunderte Natalie, weil sie ihn so liebte.
weil;Stefan;Natalie;False;exp-stim;fürchtete;Stefan fürchtete Natalie, weil;Stefan fürchtete Natalie, weil sie nicht mehr mit ihm zusammen sein wollte.
weil;Stefan;Natalie;False;exp-stim;sorgte sich um;Stefan sorgte sich um Natalie, weil;Stefan sorgte sich um Natalie, weil sie nicht mehr mit ihr zusammen war.
weil;Stefan;Natalie;False;exp-stim;verachtete;Stefan verachtete Natalie, weil;Stefan verachtete Natalie, weil sie ihn nicht mehr liebte.
weil;Stefan;Natalie;False;exp-stim;vertraute;Stefan vertraute Natalie, weil;Stefan vertraute Natalie, weil sie sich für sie entschieden hatte.
weil;Stefan;Natalie;False;exp-stim;achtete;Stefan achtete Natalie, weil;Stefan achtete Natalie, weil sie sich für ihn interessierte.
weil;Stefan;Natalie;False;exp-stim;bedauerte;Stefan bedauerte Natalie, weil;Stefan bedauerte Natalie, weil sie sich nicht mehr mit ihr identifizieren konnte.
weil;Stefan;Natalie;False;exp-stim;bemitleidete;Stefan bemitleidete Natalie, weil;Stefan bemitleidete Natalie, weil sie sich nicht mit dem Thema auseinandergesetzt habe.
weil;Stefan;Natalie;False;exp-stim;ekelte sich vor;Stefan ekelte sich vor Natalie, weil;Stefan ekelte sich vor Natalie, weil es ihm so gut ging.
weil;Stefan;Natalie;False;exp-stim;hasste;Stefan hasste Natalie, weil;Stefan hasste Natalie, weil er sich für sie entschieden hat.
weil;Stefan;Natalie;False;exp-stim;liebte;Stefan liebte Natalie, weil;Stefan liebte Natalie, weil er sie liebte.
weil;Stefan;Natalie;False;exp-stim;misstraute;Stefan misstraute Natalie, weil;Stefan misstraute Natalie, weil sie sich nicht mehr mit ihr identifizieren konnte.
weil;Stefan;Natalie;False;exp-stim;mochte;Stefan mochte Natalie, weil;Stefan mochte Natalie, weil sie ihn liebte.
