con;np1;np2;female;cat;verb;prompt;continuation
;Jan;Jennifer;False;stim-exp;langweilte;Jan langweilte Jennifer,;Jan langweilte Jennifer, als sie sich in einem Restaurant in der Nähe von New York City aufhielt.
;Jan;Jennifer;False;stim-exp;verblüffte;Jan verblüffte Jennifer,;Jan verblüffte Jennifer, die sich in der Küche aufhielt.
;Jan;Jennifer;False;stim-exp;amüsierte;Jan amüsierte Jennifer,;Jan amüsierte Jennifer, als sie die Nachricht hörte, dass sie in einem Krankenhaus behandelt wurde.
;Jan;Jennifer;False;stim-exp;ängstigte;Jan ängstigte Jennifer,;Jan ängstigte Jennifer, der Mann, der sie in den letzten Jahren in den letzten Jahren in den letzten Jahren in den letzten Jahren in den letzten Jahren
;Jan;Jennifer;False;stim-exp;begeisterte;Jan begeisterte Jennifer,;"Jan begeisterte Jennifer, dass sie sich für den Film entschieden hatte. ""Ich habe mich sehr gefreut, dass ich mit Jennifer zusammenarbeiten konnte"
;Jan;Jennifer;False;stim-exp;bezauberte;Jan bezauberte Jennifer,;Jan bezauberte Jennifer, und ich habe mich sehr gefreut, dass sie mich so gut aufgenommen hat. Ich habe mich sehr gefreut,
;Jan;Jennifer;False;stim-exp;entzückte;Jan entzückte Jennifer,;Jan entzückte Jennifer, als sie die Tür aufmachte.
;Jan;Jennifer;False;stim-exp;erschreckte;Jan erschreckte Jennifer,;Jan erschreckte Jennifer, als sie die Tür aufmachte.
;Jan;Jennifer;False;stim-exp;erschütterte;Jan erschütterte Jennifer,;Jan erschütterte Jennifer, ihre Mutter und ihre Schwester.
;Jan;Jennifer;False;stim-exp;erstaunte;Jan erstaunte Jennifer,;Jan erstaunte Jennifer, ich bin sehr froh, dass du dich für mich entschieden hast.
;Jan;Jennifer;False;stim-exp;faszinierte;Jan faszinierte Jennifer,;Jan faszinierte Jennifer, die sich mit dem Thema beschäftigte.
;Jan;Jennifer;False;stim-exp;irritierte;Jan irritierte Jennifer,;Jan irritierte Jennifer, als sie ihn ansah.
;Jan;Jennifer;False;stim-exp;schockierte;Jan schockierte Jennifer,;Jan schockierte Jennifer, die sich in der Küche aufhielt.
;Jan;Jennifer;False;stim-exp;störte;Jan störte Jennifer,;Jan störte Jennifer, dass sie nicht mehr mit ihr zusammen war.
;Jan;Jennifer;False;stim-exp;überraschte;Jan überraschte Jennifer,;Jan überraschte Jennifer, die sich mit dem Thema „Schwangerschaft“ beschäftigte.
;Jan;Jennifer;False;stim-exp;verwirrte;Jan verwirrte Jennifer,;Jan verwirrte Jennifer, und sie fragte:
;Jan;Jennifer;False;exp-stim;bewunderte;Jan bewunderte Jennifer,;Jan bewunderte Jennifer, und sie fragte:
;Jan;Jennifer;False;exp-stim;fürchtete;Jan fürchtete Jennifer,;Jan fürchtete Jennifer, dass sie nicht mehr mit dem Mann zusammenleben könne.
;Jan;Jennifer;False;exp-stim;sorgte sich um;Jan sorgte sich um Jennifer,;Jan sorgte sich um Jennifer, die im Krankenhaus lag.
;Jan;Jennifer;False;exp-stim;verachtete;Jan verachtete Jennifer,;Jan verachtete Jennifer, die sich in der Küche aufhielt.
;Jan;Jennifer;False;exp-stim;vertraute;Jan vertraute Jennifer,;Jan vertraute Jennifer, die mit ihrem Mann und ihrem Sohn lebt, auf die Arbeit.
;Jan;Jennifer;False;exp-stim;achtete;Jan achtete Jennifer,;Jan achtete Jennifer, nan yon ti bout tan, yon ti bout tan, yon ti bout tan, yon ti bout tan, yon ti bout tan
;Jan;Jennifer;False;exp-stim;bedauerte;Jan bedauerte Jennifer,;Jan bedauerte Jennifer, la mujer que se convirtió en la mujer más rica del mundo.
;Jan;Jennifer;False;exp-stim;bemitleidete;Jan bemitleidete Jennifer,;Jan bemitleidete Jennifer, dass sie sich nicht mehr mit dem Thema befassen könne. „Ich habe mich nicht mehr mit dem Thema befassen können“,
;Jan;Jennifer;False;exp-stim;ekelte sich vor;Jan ekelte sich vor Jennifer,;Jan ekelte sich vor Jennifer, dass er nicht mehr mit ihr zusammen sein könne.
;Jan;Jennifer;False;exp-stim;hasste;Jan hasste Jennifer,;Jan hasste Jennifer, who has been in the same position for a year.
;Jan;Jennifer;False;exp-stim;liebte;Jan liebte Jennifer,;Jan liebte Jennifer, aber er hatte keine Ahnung, was sie wollte.
;Jan;Jennifer;False;exp-stim;misstraute;Jan misstraute Jennifer,;Jan misstraute Jennifer, but he's not going to let her go.
;Jan;Jennifer;False;exp-stim;mochte;Jan mochte Jennifer,;Jan mochte Jennifer, und ich mochte sie.
;Jan;Jennifer;False;exp-stim;respektierte;Jan respektierte Jennifer,;Jan respektierte Jennifer, die mit ihrem Mann und ihrem Sohn lebte.
;Jan;Jennifer;False;exp-stim;schätzte;Jan schätzte Jennifer,;Jan schätzte Jennifer, dass sie sich in der Lage hatte, die Situation zu bewältigen. „Ich habe mich sehr gefreut, dass
;Jan;Jennifer;False;exp-stim;verabscheute;Jan verabscheute Jennifer,;Jan verabscheute Jennifer, dass sie nicht mehr mit ihm zusammen ist.
;Jan;Jennifer;False;exp-stim;verehrte;Jan verehrte Jennifer,;Jan verehrte Jennifer, sie war ein sehr nettes Mädchen. Sie war sehr nett und hilfsbereit. Wir haben uns sehr wohl gefühlt
;Jan;Jennifer;False;exp-stim;vergötterte;Jan vergötterte Jennifer,;Jan vergötterte Jennifer, und sie fragte:
;Jan;Jennifer;False;exp-stim;vermisste;Jan vermisste Jennifer,;Jan vermisste Jennifer, die er mit seiner Frau und seinen Kindern vermisst hat.
;Alexander;Stephanie;False;stim-exp;beeindruckte;Alexander beeindruckte Stephanie,;Alexander beeindruckte Stephanie, der wusste, dass sie nicht nur ein Mädchen war, sondern auch ein Mann.
;Alexander;Stephanie;False;stim-exp;enttäuschte;Alexander enttäuschte Stephanie,;Alexander enttäuschte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;inspirierte;Alexander inspirierte Stephanie,;Alexander inspirierte Stephanie, den ersten Teil des Buches zu schreiben.
;Alexander;Stephanie;False;stim-exp;langweilte;Alexander langweilte Stephanie,;Alexander langweilte Stephanie, und sie fragte:
;Alexander;Stephanie;False;stim-exp;verblüffte;Alexander verblüffte Stephanie,;Alexander verblüffte Stephanie, und er fragte:
;Alexander;Stephanie;False;stim-exp;amüsierte;Alexander amüsierte Stephanie,;Alexander amüsierte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;ängstigte;Alexander ängstigte Stephanie,;Alexander ängstigte Stephanie, dass sie nicht mehr mit ihm zusammen sein könne.
;Alexander;Stephanie;False;stim-exp;begeisterte;Alexander begeisterte Stephanie,;Alexander begeisterte Stephanie, als sie ihn in der Küche sah.
;Alexander;Stephanie;False;stim-exp;bezauberte;Alexander bezauberte Stephanie,;Alexander bezauberte Stephanie, die sich in der Küche aufhielt.
;Alexander;Stephanie;False;stim-exp;entzückte;Alexander entzückte Stephanie,;Alexander entzückte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;erschreckte;Alexander erschreckte Stephanie,;Alexander erschreckte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;erschütterte;Alexander erschütterte Stephanie,;Alexander erschütterte Stephanie, indem er sie mit einem Messer in den Bauch steckte.
;Alexander;Stephanie;False;stim-exp;erstaunte;Alexander erstaunte Stephanie,;Alexander erstaunte Stephanie, die sich mit dem Thema „Schwangerschaft“ beschäftigt.
;Alexander;Stephanie;False;stim-exp;faszinierte;Alexander faszinierte Stephanie,;Alexander faszinierte Stephanie, die sich mit dem Thema beschäftigte.
;Alexander;Stephanie;False;stim-exp;irritierte;Alexander irritierte Stephanie,;Alexander irritierte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;schockierte;Alexander schockierte Stephanie,;Alexander schockierte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;störte;Alexander störte Stephanie,;Alexander störte Stephanie, die sich in der Küche aufhielt.
;Alexander;Stephanie;False;stim-exp;überraschte;Alexander überraschte Stephanie,;Alexander überraschte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;stim-exp;verwirrte;Alexander verwirrte Stephanie,;Alexander verwirrte Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;exp-stim;bewunderte;Alexander bewunderte Stephanie,;Alexander bewunderte Stephanie, und sie fragte:
;Alexander;Stephanie;False;exp-stim;fürchtete;Alexander fürchtete Stephanie,;Alexander fürchtete Stephanie, dass sie nicht mehr mit ihm zusammenleben würde.
;Alexander;Stephanie;False;exp-stim;sorgte sich um;Alexander sorgte sich um Stephanie,;Alexander sorgte sich um Stephanie, um ihre Gesundheit zu verbessern.
;Alexander;Stephanie;False;exp-stim;verachtete;Alexander verachtete Stephanie,;Alexander verachtete Stephanie, als sie ihn ansah.
;Alexander;Stephanie;False;exp-stim;vertraute;Alexander vertraute Stephanie,;Alexander vertraute Stephanie, der wusste, dass sie nicht nur ein Mädchen war, sondern auch eine Frau.
;Alexander;Stephanie;False;exp-stim;achtete;Alexander achtete Stephanie,;Alexander achtete Stephanie, und sie war sehr glücklich.
;Alexander;Stephanie;False;exp-stim;bedauerte;Alexander bedauerte Stephanie,;Alexander bedauerte Stephanie, pero no le gustó.
;Alexander;Stephanie;False;exp-stim;bemitleidete;Alexander bemitleidete Stephanie,;Alexander bemitleidete Stephanie, und sie fragte:
;Alexander;Stephanie;False;exp-stim;ekelte sich vor;Alexander ekelte sich vor Stephanie,;Alexander ekelte sich vor Stephanie, dass er nicht mehr mit ihr zusammen sein könne. Stephanie antwortete, dass sie nicht mehr mit ihm zusammen sein könne.
;Alexander;Stephanie;False;exp-stim;hasste;Alexander hasste Stephanie,;Alexander hasste Stephanie, and I'm so glad you're here!
;Alexander;Stephanie;False;exp-stim;liebte;Alexander liebte Stephanie,;Alexander liebte Stephanie, und sie war so glücklich, dass sie sich für sie entschieden hatte.
;Alexander;Stephanie;False;exp-stim;misstraute;Alexander misstraute Stephanie,;Alexander misstraute Stephanie, but he's not going to let her go.
;Alexander;Stephanie;False;exp-stim;mochte;Alexander mochte Stephanie,;Alexander mochte Stephanie, und er mochte sie auch.
;Alexander;Stephanie;False;exp-stim;respektierte;Alexander respektierte Stephanie,;Alexander respektierte Stephanie, die sich mit dem Thema „Gesundheit“ auseinandergesetzt hatte.
;Alexander;Stephanie;False;exp-stim;schätzte;Alexander schätzte Stephanie,;Alexander schätzte Stephanie, dass sie sich in der Lage hatte, die Situation zu bewältigen. „Ich habe mich sehr gefreut, dass
;Alexander;Stephanie;False;exp-stim;verabscheute;Alexander verabscheute Stephanie,;Alexander verabscheute Stephanie, als er sie ins Bett brachte.
;Alexander;Stephanie;False;exp-stim;verehrte;Alexander verehrte Stephanie,;Alexander verehrte Stephanie, der Vater des Sohnes, die Mutter des Sohnes, die Mutter des Sohnes, die Mutter des Sohnes, die
;Alexander;Stephanie;False;exp-stim;vergötterte;Alexander vergötterte Stephanie,;Alexander vergötterte Stephanie, um ihre Liebe zu zeigen.
;Alexander;Stephanie;False;exp-stim;vermisste;Alexander vermisste Stephanie,;Alexander vermisste Stephanie, ihre Mutter, ihre Schwester, ihre Freundin, ihre Schwestern, ihre Freunde, ihre Freunde und ihre Freunde.
;Stefan;Natalie;False;stim-exp;beeindruckte;Stefan beeindruckte Natalie,;Stefan beeindruckte Natalie, als er sie in den Armen hielt.
;Stefan;Natalie;False;stim-exp;enttäuschte;Stefan enttäuschte Natalie,;Stefan enttäuschte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;inspirierte;Stefan inspirierte Natalie,;Stefan inspirierte Natalie, den Film zu drehen.
;Stefan;Natalie;False;stim-exp;langweilte;Stefan langweilte Natalie,;Stefan langweilte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;verblüffte;Stefan verblüffte Natalie,;Stefan verblüffte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;amüsierte;Stefan amüsierte Natalie,;Stefan amüsierte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;ängstigte;Stefan ängstigte Natalie,;Stefan ängstigte Natalie, dass er nicht mehr mit ihm zusammen sein könne.
;Stefan;Natalie;False;stim-exp;begeisterte;Stefan begeisterte Natalie,;Stefan begeisterte Natalie, als sie ihn ins Bett brachte.
;Stefan;Natalie;False;stim-exp;bezauberte;Stefan bezauberte Natalie,;Stefan bezauberte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;entzückte;Stefan entzückte Natalie,;Stefan entzückte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;erschreckte;Stefan erschreckte Natalie,;Stefan erschreckte Natalie, als sie ihn sah.
;Stefan;Natalie;False;stim-exp;erschütterte;Stefan erschütterte Natalie,;Stefan erschütterte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;erstaunte;Stefan erstaunte Natalie,;Stefan erstaunte Natalie, der wusste, dass sie nicht nur ein Mädchen war, sondern auch ein Mann.
;Stefan;Natalie;False;stim-exp;faszinierte;Stefan faszinierte Natalie,;Stefan faszinierte Natalie, als sie ihn sah.
;Stefan;Natalie;False;stim-exp;irritierte;Stefan irritierte Natalie,;Stefan irritierte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;stim-exp;schockierte;Stefan schockierte Natalie,;Stefan schockierte Natalie, als sie ihn sah.
;Stefan;Natalie;False;stim-exp;störte;Stefan störte Natalie,;Stefan störte Natalie, dass sie sich nicht mit ihr ins Bett setzte.
;Stefan;Natalie;False;stim-exp;überraschte;Stefan überraschte Natalie,;Stefan überraschte Natalie, indem er sie mit einem Kuss auf den Kopf legte.
;Stefan;Natalie;False;stim-exp;verwirrte;Stefan verwirrte Natalie,;Stefan verwirrte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;exp-stim;bewunderte;Stefan bewunderte Natalie,;Stefan bewunderte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;exp-stim;fürchtete;Stefan fürchtete Natalie,;Stefan fürchtete Natalie, dass sie nicht mehr mit ihm zusammenleben würde.
;Stefan;Natalie;False;exp-stim;sorgte sich um;Stefan sorgte sich um Natalie,;Stefan sorgte sich um Natalie, um ihr Leben zu retten.
;Stefan;Natalie;False;exp-stim;verachtete;Stefan verachtete Natalie,;Stefan verachtete Natalie, als sie ihn ansah.
;Stefan;Natalie;False;exp-stim;vertraute;Stefan vertraute Natalie,;Stefan vertraute Natalie, die mit ihrem Mann und ihrem Sohn lebt.
;Stefan;Natalie;False;exp-stim;achtete;Stefan achtete Natalie,;Stefan achtete Natalie, und er fragte:
;Stefan;Natalie;False;exp-stim;bedauerte;Stefan bedauerte Natalie,;Stefan bedauerte Natalie, fragte sie: „Was ist denn das?“
;Stefan;Natalie;False;exp-stim;bemitleidete;Stefan bemitleidete Natalie,;Stefan bemitleidete Natalie, als er sie anrief.
;Stefan;Natalie;False;exp-stim;ekelte sich vor;Stefan ekelte sich vor Natalie,;Stefan ekelte sich vor Natalie, als er sie ansah.
;Stefan;Natalie;False;exp-stim;hasste;Stefan hasste Natalie,;Stefan hasste Natalie, der Sohn von Michael, die Tochter von Michael, die Tochter von Michael, die Tochter von Michael, die Tochter von Michael,
;Stefan;Natalie;False;exp-stim;liebte;Stefan liebte Natalie,;Stefan liebte Natalie, aber Natalie liebte ihn nicht.
;Stefan;Natalie;False;exp-stim;misstraute;Stefan misstraute Natalie,;Stefan misstraute Natalie, fragte sie: „Was ist denn hier los?“
;Stefan;Natalie;False;exp-stim;mochte;Stefan mochte Natalie,;Stefan mochte Natalie, und sie war sehr glücklich, dass sie sich für ihn entschieden hatte.
;Stefan;Natalie;False;exp-stim;respektierte;Stefan respektierte Natalie,;Stefan respektierte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;exp-stim;schätzte;Stefan schätzte Natalie,;Stefan schätzte Natalie, dass sie sich in der Lage hatte, die Situation zu bewältigen.
;Stefan;Natalie;False;exp-stim;verabscheute;Stefan verabscheute Natalie,;Stefan verabscheute Natalie, als sie ihn anrief.
;Stefan;Natalie;False;exp-stim;verehrte;Stefan verehrte Natalie,;Stefan verehrte Natalie, dass sie sich für ihn entschieden habe.
;Stefan;Natalie;False;exp-stim;vergötterte;Stefan vergötterte Natalie,;Stefan vergötterte Natalie, als sie ihn ansah.
;Stefan;Natalie;False;exp-stim;vermisste;Stefan vermisste Natalie,;Stefan vermisste Natalie, ihre Mutter und ihre Schwester.
;Michael;Nadine;False;stim-exp;beeindruckte;Michael beeindruckte Nadine,;Michael beeindruckte Nadine, aber auch die anderen Gäste.
;Michael;Nadine;False;stim-exp;enttäuschte;Michael enttäuschte Nadine,;Michael enttäuschte Nadine, als sie ihn ansah.
;Michael;Nadine;False;stim-exp;inspirierte;Michael inspirierte Nadine,;Michael inspirierte Nadine, den Film zu drehen.
;Michael;Nadine;False;stim-exp;langweilte;Michael langweilte Nadine,;Michael langweilte Nadine, als sie ihn anrief.
;Michael;Nadine;False;stim-exp;verblüffte;Michael verblüffte Nadine,;Michael verblüffte Nadine, und sie fragte:
;Michael;Nadine;False;stim-exp;amüsierte;Michael amüsierte Nadine,;Michael amüsierte Nadine, die sich in der Küche aufhielt.
;Michael;Nadine;False;stim-exp;ängstigte;Michael ängstigte Nadine,;Michael ängstigte Nadine, um ihn zu holen.
