con;np1;np2;female;cat;verb;prompt;continuation
weil;Sebastian;Annika;False;stim-exp;faszinierte;Sebastian faszinierte Annika, weil;Sebastian faszinierte Annika, weil er ein sehr guter Schauspieler war.
weil;Sebastian;Annika;False;stim-exp;irritierte;Sebastian irritierte Annika, weil;Sebastian irritierte Annika, weil sie sich nicht an die Regeln hielt.
weil;Sebastian;Annika;False;stim-exp;schockierte;Sebastian schockierte Annika, weil;Sebastian schockierte Annika, weil sie nicht mehr wusste, was sie tun sollte.
weil;Sebastian;Annika;False;stim-exp;störte;Sebastian störte Annika, weil;Sebastian störte Annika, weil sie sich nicht an die Regeln hielt.
weil;Sebastian;Annika;False;stim-exp;überraschte;Sebastian überraschte Annika, weil;Sebastian überraschte Annika, weil sie nicht wusste, wie sie sich verhalten sollte.
weil;Sebastian;Annika;False;stim-exp;verwirrte;Sebastian verwirrte Annika, weil;Sebastian verwirrte Annika, weil sie nicht wusste, was sie tun sollte.
weil;Sebastian;Annika;False;exp-stim;bewunderte;Sebastian bewunderte Annika, weil;Sebastian bewunderte Annika, weil sie sich so gut in die Rolle hineinversetzen konnte.
weil;Sebastian;Annika;False;exp-stim;fürchtete;Sebastian fürchtete Annika, weil;Sebastian fürchtete Annika, weil er sie so sehr liebte.
weil;Sebastian;Annika;False;exp-stim;sorgte sich um;Sebastian sorgte sich um Annika, weil;Sebastian sorgte sich um Annika, weil sie sich nicht gemeldet hatte.
weil;Sebastian;Annika;False;exp-stim;verachtete;Sebastian verachtete Annika, weil;Sebastian verachtete Annika, weil sie sich nicht an die Regeln hielt.
weil;Sebastian;Annika;False;exp-stim;vertraute;Sebastian vertraute Annika, weil;Sebastian vertraute Annika, weil sie eine gute Freundin war.
weil;Sebastian;Annika;False;exp-stim;achtete;Sebastian achtete Annika, weil;Sebastian achtete Annika, weil er sie für ihn hielt.
weil;Sebastian;Annika;False;exp-stim;bedauerte;Sebastian bedauerte Annika, weil;Sebastian bedauerte Annika, weil sie nicht mehr mit ihr reden konnte.
weil;Sebastian;Annika;False;exp-stim;bemitleidete;Sebastian bemitleidete Annika, weil;Sebastian bemitleidete Annika, weil sie sich für ihn interessierte.
weil;Sebastian;Annika;False;exp-stim;ekelte sich vor;Sebastian ekelte sich vor Annika, weil;Sebastian ekelte sich vor Annika, weil sie sich nicht an die Regeln gehalten hatte.
weil;Sebastian;Annika;False;exp-stim;hasste;Sebastian hasste Annika, weil;Sebastian hasste Annika, weil sie so schön ist.
weil;Sebastian;Annika;False;exp-stim;liebte;Sebastian liebte Annika, weil;Sebastian liebte Annika, weil er sie liebte.
weil;Sebastian;Annika;False;exp-stim;misstraute;Sebastian misstraute Annika, weil;Sebastian misstraute Annika, weil sie sich nicht an die Regeln hält.
weil;Sebastian;Annika;False;exp-stim;mochte;Sebastian mochte Annika, weil;Sebastian mochte Annika, weil sie eine gute Freundin war.
weil;Sebastian;Annika;False;exp-stim;respektierte;Sebastian respektierte Annika, weil;Sebastian respektierte Annika, weil sie sich für ihn interessierte.
weil;Sebastian;Annika;False;exp-stim;schätzte;Sebastian schätzte Annika, weil;Sebastian schätzte Annika, weil sie so vielseitig war.
weil;Sebastian;Annika;False;exp-stim;verabscheute;Sebastian verabscheute Annika, weil;Sebastian verabscheute Annika, weil er sie nicht mochte.
weil;Sebastian;Annika;False;exp-stim;verehrte;Sebastian verehrte Annika, weil;Sebastian verehrte Annika, weil sie so schön war.
weil;Sebastian;Annika;False;exp-stim;vergötterte;Sebastian vergötterte Annika, weil;Sebastian vergötterte Annika, weil sie so schön war.
weil;Sebastian;Annika;False;exp-stim;vermisste;Sebastian vermisste Annika, weil;Sebastian vermisste Annika, weil sie sich nicht mehr meldete.
weil;Daniel;Laura;False;stim-exp;beeindruckte;Daniel beeindruckte Laura, weil;Daniel beeindruckte Laura, weil er sich in der Lage sah, die Dinge zu sehen, die sie nicht sehen konnten.
weil;Daniel;Laura;False;stim-exp;enttäuschte;Daniel enttäuschte Laura, weil;Daniel enttäuschte Laura, weil sie nicht mehr mit ihm reden wollte.
weil;Daniel;Laura;False;stim-exp;inspirierte;Daniel inspirierte Laura, weil;Daniel inspirierte Laura, weil sie sich von ihm inspirieren ließ.
weil;Daniel;Laura;False;stim-exp;langweilte;Daniel langweilte Laura, weil;Daniel langweilte Laura, weil sie sich nicht mehr an ihn gewöhnen konnte.
weil;Daniel;Laura;False;stim-exp;verblüffte;Daniel verblüffte Laura, weil;Daniel verblüffte Laura, weil er sie so gut verstand.
weil;Daniel;Laura;False;stim-exp;amüsierte;Daniel amüsierte Laura, weil;Daniel amüsierte Laura, weil sie sich so gut verstanden hatte.
weil;Daniel;Laura;False;stim-exp;ängstigte;Daniel ängstigte Laura, weil;Daniel ängstigte Laura, weil sie sich nicht traute, ihn zu fragen.
weil;Daniel;Laura;False;stim-exp;begeisterte;Daniel begeisterte Laura, weil;Daniel begeisterte Laura, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Daniel;Laura;False;stim-exp;bezauberte;Daniel bezauberte Laura, weil;Daniel bezauberte Laura, weil er ihr die Welt zeigte.
weil;Daniel;Laura;False;stim-exp;entzückte;Daniel entzückte Laura, weil;Daniel entzückte Laura, weil sie sich so sehr für ihn interessierte.
weil;Daniel;Laura;False;stim-exp;erschreckte;Daniel erschreckte Laura, weil;Daniel erschreckte Laura, weil sie nicht wusste, wie sie reagieren sollte.
weil;Daniel;Laura;False;stim-exp;erschütterte;Daniel erschütterte Laura, weil;Daniel erschütterte Laura, weil sie nicht mehr wusste, wie sie mit ihm umgehen sollte.
weil;Daniel;Laura;False;stim-exp;erstaunte;Daniel erstaunte Laura, weil;Daniel erstaunte Laura, weil sie nicht wusste, wie sie das anstellen sollte.
weil;Daniel;Laura;False;stim-exp;faszinierte;Daniel faszinierte Laura, weil;Daniel faszinierte Laura, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Daniel;Laura;False;stim-exp;irritierte;Daniel irritierte Laura, weil;Daniel irritierte Laura, weil sie sich nicht an die Regeln hielt.
weil;Daniel;Laura;False;stim-exp;schockierte;Daniel schockierte Laura, weil;Daniel schockierte Laura, weil sie nicht mehr wusste, was sie tun sollte.
weil;Daniel;Laura;False;stim-exp;störte;Daniel störte Laura, weil;Daniel störte Laura, weil sie sich nicht an die Regeln hielt.
weil;Daniel;Laura;False;stim-exp;überraschte;Daniel überraschte Laura, weil;Daniel überraschte Laura, weil die beiden sich schon seit längerem nicht mehr gesehen hatten.
weil;Daniel;Laura;False;stim-exp;verwirrte;Daniel verwirrte Laura, weil;Daniel verwirrte Laura, weil sie nicht wusste, was sie tun sollte.
weil;Daniel;Laura;False;exp-stim;bewunderte;Daniel bewunderte Laura, weil;Daniel bewunderte Laura, weil sie sich so gut in die Rolle hineinversetzen konnte.
weil;Daniel;Laura;False;exp-stim;fürchtete;Daniel fürchtete Laura, weil;Daniel fürchtete Laura, weil er sie so sehr liebte.
weil;Daniel;Laura;False;exp-stim;sorgte sich um;Daniel sorgte sich um Laura, weil;Daniel sorgte sich um Laura, weil er sie nicht mehr sehen konnte.
weil;Daniel;Laura;False;exp-stim;verachtete;Daniel verachtete Laura, weil;Daniel verachtete Laura, weil sie sich nicht an die Regeln hielt.
weil;Daniel;Laura;False;exp-stim;vertraute;Daniel vertraute Laura, weil;Daniel vertraute Laura, weil sie die beste Freundin war.
weil;Daniel;Laura;False;exp-stim;achtete;Daniel achtete Laura, weil;Daniel achtete Laura, weil er sie liebte.
weil;Daniel;Laura;False;exp-stim;bedauerte;Daniel bedauerte Laura, weil;Daniel bedauerte Laura, weil sie nicht mehr mit ihr reden konnte.
weil;Daniel;Laura;False;exp-stim;bemitleidete;Daniel bemitleidete Laura, weil;Daniel bemitleidete Laura, weil er sie so liebte.
weil;Daniel;Laura;False;exp-stim;ekelte sich vor;Daniel ekelte sich vor Laura, weil;Daniel ekelte sich vor Laura, weil sie sich nicht an die Regeln hielt.
weil;Daniel;Laura;False;exp-stim;hasste;Daniel hasste Laura, weil;Daniel hasste Laura, weil du sie liebst?
weil;Daniel;Laura;False;exp-stim;liebte;Daniel liebte Laura, weil;Daniel liebte Laura, weil er sie liebte.
weil;Daniel;Laura;False;exp-stim;misstraute;Daniel misstraute Laura, weil;Daniel misstraute Laura, weil sie sich nicht an die Regeln hält.
weil;Daniel;Laura;False;exp-stim;mochte;Daniel mochte Laura, weil;Daniel mochte Laura, weil er sie so liebte.
weil;Daniel;Laura;False;exp-stim;respektierte;Daniel respektierte Laura, weil;Daniel respektierte Laura, weil sie ihn so liebte.
weil;Daniel;Laura;False;exp-stim;schätzte;Daniel schätzte Laura, weil;Daniel schätzte Laura, weil sie ein sehr gutes Verhältnis zu ihm hatte.
weil;Daniel;Laura;False;exp-stim;verabscheute;Daniel verabscheute Laura, weil;Daniel verabscheute Laura, weil sie ihn nicht mochte.
weil;Daniel;Laura;False;exp-stim;verehrte;Daniel verehrte Laura, weil;Daniel verehrte Laura, weil sie ihn so liebte.
weil;Daniel;Laura;False;exp-stim;vergötterte;Daniel vergötterte Laura, weil;Daniel vergötterte Laura, weil sie so gut war.
weil;Daniel;Laura;False;exp-stim;vermisste;Daniel vermisste Laura, weil;Daniel vermisste Laura, weil er sie vermisste.
weil;Jan;Jennifer;False;stim-exp;beeindruckte;Jan beeindruckte Jennifer, weil;Jan beeindruckte Jennifer, weil sie sich so gut in die Rolle hineinversetzen konnte.
weil;Jan;Jennifer;False;stim-exp;enttäuschte;Jan enttäuschte Jennifer, weil;Jan enttäuschte Jennifer, weil sie sich nicht an die Regeln gehalten hatte.
weil;Jan;Jennifer;False;stim-exp;inspirierte;Jan inspirierte Jennifer, weil;Jan inspirierte Jennifer, weil es so schön war.
weil;Jan;Jennifer;False;stim-exp;langweilte;Jan langweilte Jennifer, weil;Jan langweilte Jennifer, weil sie nicht mehr mit ihm reden konnte.
weil;Jan;Jennifer;False;stim-exp;verblüffte;Jan verblüffte Jennifer, weil;Jan verblüffte Jennifer, weil es so schön war.
weil;Jan;Jennifer;False;stim-exp;amüsierte;Jan amüsierte Jennifer, weil;Jan amüsierte Jennifer, weil sie so viel Spaß hatte.
weil;Jan;Jennifer;False;stim-exp;ängstigte;Jan ängstigte Jennifer, weil;Jan ängstigte Jennifer, weil es ihr zu langweilig war.
weil;Jan;Jennifer;False;stim-exp;begeisterte;Jan begeisterte Jennifer, weil;Jan begeisterte Jennifer, weil die beiden sich sehr gut verstanden und sich gegenseitig unterstützten.
weil;Jan;Jennifer;False;stim-exp;bezauberte;Jan bezauberte Jennifer, weil;Jan bezauberte Jennifer, weil sie sich so sehr für ihn interessierte.
weil;Jan;Jennifer;False;stim-exp;entzückte;Jan entzückte Jennifer, weil;Jan entzückte Jennifer, weil sie sich so sehr für ihn interessierte.
weil;Jan;Jennifer;False;stim-exp;erschreckte;Jan erschreckte Jennifer, weil;Jan erschreckte Jennifer, weil sie nicht mehr wusste, was sie tun sollte.
weil;Jan;Jennifer;False;stim-exp;erschütterte;Jan erschütterte Jennifer, weil;Jan erschütterte Jennifer, weil sie nicht mehr wusste, was sie tun sollte.
weil;Jan;Jennifer;False;stim-exp;erstaunte;Jan erstaunte Jennifer, weil;Jan erstaunte Jennifer, weil sie nicht wusste, was sie tun sollte.
weil;Jan;Jennifer;False;stim-exp;faszinierte;Jan faszinierte Jennifer, weil;Jan faszinierte Jennifer, weil er ihr die Möglichkeit gab, sich selbst zu entdecken. Sie war fasziniert von ihm
weil;Jan;Jennifer;False;stim-exp;irritierte;Jan irritierte Jennifer, weil;Jan irritierte Jennifer, weil sie sich nicht an die Regeln hielt.
weil;Jan;Jennifer;False;stim-exp;schockierte;Jan schockierte Jennifer, weil;Jan schockierte Jennifer, weil sie nicht mehr wusste, was sie tun sollte.
weil;Jan;Jennifer;False;stim-exp;störte;Jan störte Jennifer, weil;Jan störte Jennifer, weil sie sich nicht an die Regeln hielt.
weil;Jan;Jennifer;False;stim-exp;überraschte;Jan überraschte Jennifer, weil;Jan überraschte Jennifer, weil sie sich nicht gemeldet hatte.
weil;Jan;Jennifer;False;stim-exp;verwirrte;Jan verwirrte Jennifer, weil;Jan verwirrte Jennifer, weil sie nicht wusste, was sie tun sollte.
weil;Jan;Jennifer;False;exp-stim;bewunderte;Jan bewunderte Jennifer, weil;Jan bewunderte Jennifer, weil sie sich so gut in die Rolle hineinversetzen konnte.
weil;Jan;Jennifer;False;exp-stim;fürchtete;Jan fürchtete Jennifer, weil;Jan fürchtete Jennifer, weil er sie so sehr liebte.
weil;Jan;Jennifer;False;exp-stim;sorgte sich um;Jan sorgte sich um Jennifer, weil;Jan sorgte sich um Jennifer, weil sie sich nicht mehr an ihn erinnern konnte.
weil;Jan;Jennifer;False;exp-stim;verachtete;Jan verachtete Jennifer, weil;Jan verachtete Jennifer, weil sie sich nicht an die Regeln hielt.
weil;Jan;Jennifer;False;exp-stim;vertraute;Jan vertraute Jennifer, weil;Jan vertraute Jennifer, weil sie eine gute Freundin war.
weil;Jan;Jennifer;False;exp-stim;achtete;Jan achtete Jennifer, weil;Jan achtete Jennifer, weil li...
weil;Jan;Jennifer;False;exp-stim;bedauerte;Jan bedauerte Jennifer, weil;Jan bedauerte Jennifer, weil sie nicht mehr mit ihr reden konnte.
weil;Jan;Jennifer;False;exp-stim;bemitleidete;Jan bemitleidete Jennifer, weil;Jan bemitleidete Jennifer, weil sie sich für ihn interessierte.
weil;Jan;Jennifer;False;exp-stim;ekelte sich vor;Jan ekelte sich vor Jennifer, weil;Jan ekelte sich vor Jennifer, weil sie nicht mit ihm reden wollte.
weil;Jan;Jennifer;False;exp-stim;hasste;Jan hasste Jennifer, weil;Jan hasste Jennifer, weil sie so schön ist.
weil;Jan;Jennifer;False;exp-stim;liebte;Jan liebte Jennifer, weil;Jan liebte Jennifer, weil er sie so liebte.
weil;Jan;Jennifer;False;exp-stim;misstraute;Jan misstraute Jennifer, weil;Jan misstraute Jennifer, weil sie sich nicht an die Regeln hält.
weil;Jan;Jennifer;False;exp-stim;mochte;Jan mochte Jennifer, weil;Jan mochte Jennifer, weil sie so viel Spaß an der Arbeit hatte.
weil;Jan;Jennifer;False;exp-stim;respektierte;Jan respektierte Jennifer, weil;Jan respektierte Jennifer, weil es ihr wichtig war, dass sie sich wohl fühlte.
weil;Jan;Jennifer;False;exp-stim;schätzte;Jan schätzte Jennifer, weil;Jan schätzte Jennifer, weil ich mich mit ihr sehr gut verstanden habe.
weil;Jan;Jennifer;False;exp-stim;verabscheute;Jan verabscheute Jennifer, weil;Jan verabscheute Jennifer, weil sie sich nicht an die Regeln hielt.
weil;Jan;Jennifer;False;exp-stim;verehrte;Jan verehrte Jennifer, weil;Jan verehrte Jennifer, weil sie so viel für mich getan hat.
weil;Jan;Jennifer;False;exp-stim;vergötterte;Jan vergötterte Jennifer, weil;Jan vergötterte Jennifer, weil sie so schön war.
weil;Jan;Jennifer;False;exp-stim;vermisste;Jan vermisste Jennifer, weil;Jan vermisste Jennifer, weil sie sich nicht mehr meldete.
weil;Alexander;Stephanie;False;stim-exp;beeindruckte;Alexander beeindruckte Stephanie, weil;Alexander beeindruckte Stephanie, weil sie sich in der Lage sah, sich in der Lage sah, sich in der Lage sah
weil;Alexander;Stephanie;False;stim-exp;enttäuschte;Alexander enttäuschte Stephanie, weil;Alexander enttäuschte Stephanie, weil sie sich nicht an die Regeln hielt.
weil;Alexander;Stephanie;False;stim-exp;inspirierte;Alexander inspirierte Stephanie, weil;Alexander inspirierte Stephanie, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Alexander;Stephanie;False;stim-exp;langweilte;Alexander langweilte Stephanie, weil;Alexander langweilte Stephanie, weil sie nicht mehr mit ihr reden konnte.
weil;Alexander;Stephanie;False;stim-exp;verblüffte;Alexander verblüffte Stephanie, weil;Alexander verblüffte Stephanie, weil sie nicht wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;stim-exp;amüsierte;Alexander amüsierte Stephanie, weil;Alexander amüsierte Stephanie, weil die beiden sich so gut verstanden.
weil;Alexander;Stephanie;False;stim-exp;ängstigte;Alexander ängstigte Stephanie, weil;Alexander ängstigte Stephanie, weil sie nicht mehr wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;stim-exp;begeisterte;Alexander begeisterte Stephanie, weil;Alexander begeisterte Stephanie, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Alexander;Stephanie;False;stim-exp;bezauberte;Alexander bezauberte Stephanie, weil;Alexander bezauberte Stephanie, weil er ihr die Welt zeigte.
weil;Alexander;Stephanie;False;stim-exp;entzückte;Alexander entzückte Stephanie, weil;Alexander entzückte Stephanie, weil sie sich so sehr an ihn erinnerte.
weil;Alexander;Stephanie;False;stim-exp;erschreckte;Alexander erschreckte Stephanie, weil;Alexander erschreckte Stephanie, weil sie nicht wusste, wie sie sich verhalten sollte.
weil;Alexander;Stephanie;False;stim-exp;erschütterte;Alexander erschütterte Stephanie, weil;Alexander erschütterte Stephanie, weil sie nicht mehr wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;stim-exp;erstaunte;Alexander erstaunte Stephanie, weil;Alexander erstaunte Stephanie, weil sie nicht wusste, wie sie sich verhalten sollte.
weil;Alexander;Stephanie;False;stim-exp;faszinierte;Alexander faszinierte Stephanie, weil;Alexander faszinierte Stephanie, weil er ihr die Möglichkeit gab, sich selbst zu entdecken. Sie war fasziniert von der
weil;Alexander;Stephanie;False;stim-exp;irritierte;Alexander irritierte Stephanie, weil;Alexander irritierte Stephanie, weil sie sich nicht an die Regeln hielt.
weil;Alexander;Stephanie;False;stim-exp;schockierte;Alexander schockierte Stephanie, weil;Alexander schockierte Stephanie, weil sie nicht mehr wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;stim-exp;störte;Alexander störte Stephanie, weil;Alexander störte Stephanie, weil sie sich nicht an die Regeln hielt.
weil;Alexander;Stephanie;False;stim-exp;überraschte;Alexander überraschte Stephanie, weil;Alexander überraschte Stephanie, weil sie nicht wusste, wie sie sich verhalten sollte.
weil;Alexander;Stephanie;False;stim-exp;verwirrte;Alexander verwirrte Stephanie, weil;Alexander verwirrte Stephanie, weil sie nicht wusste, was sie tun sollte.
weil;Alexander;Stephanie;False;exp-stim;bewunderte;Alexander bewunderte Stephanie, weil;Alexander bewunderte Stephanie, weil sie so vielseitig war.
weil;Alexander;Stephanie;False;exp-stim;fürchtete;Alexander fürchtete Stephanie, weil;Alexander fürchtete Stephanie, weil sie sich nicht sicher war, ob sie sich mit dem neuen Mann anfreunden würde.
weil;Alexander;Stephanie;False;exp-stim;sorgte sich um;Alexander sorgte sich um Stephanie, weil;Alexander sorgte sich um Stephanie, weil sie sich nicht mehr an ihn erinnern konnte.
weil;Alexander;Stephanie;False;exp-stim;verachtete;Alexander verachtete Stephanie, weil;Alexander verachtete Stephanie, weil sie sich nicht an die Regeln hielt.
weil;Alexander;Stephanie;False;exp-stim;vertraute;Alexander vertraute Stephanie, weil;Alexander vertraute Stephanie, weil sie eine gute Freundin war.
weil;Alexander;Stephanie;False;exp-stim;achtete;Alexander achtete Stephanie, weil;Alexander achtete Stephanie, weil sie ihn liebt.
weil;Alexander;Stephanie;False;exp-stim;bedauerte;Alexander bedauerte Stephanie, weil;Alexander bedauerte Stephanie, weil sie sich nicht mehr mit ihr unterhalten konnte.
weil;Alexander;Stephanie;False;exp-stim;bemitleidete;Alexander bemitleidete Stephanie, weil;Alexander bemitleidete Stephanie, weil er sie so liebte.
weil;Alexander;Stephanie;False;exp-stim;ekelte sich vor;Alexander ekelte sich vor Stephanie, weil;Alexander ekelte sich vor Stephanie, weil sie sich nicht an die Regeln hielt.
weil;Alexander;Stephanie;False;exp-stim;hasste;Alexander hasste Stephanie, weil;Alexander hasste Stephanie, weil sie so schön ist.
weil;Alexander;Stephanie;False;exp-stim;liebte;Alexander liebte Stephanie, weil;Alexander liebte Stephanie, weil er sie so liebte.
weil;Alexander;Stephanie;False;exp-stim;misstraute;Alexander misstraute Stephanie, weil;Alexander misstraute Stephanie, weil sie nicht weiß, wie sie sich verhalten soll.
weil;Alexander;Stephanie;False;exp-stim;mochte;Alexander mochte Stephanie, weil;Alexander mochte Stephanie, weil er sie so liebte.
weil;Alexander;Stephanie;False;exp-stim;respektierte;Alexander respektierte Stephanie, weil;Alexander respektierte Stephanie, weil sie eine gute Freundin war.
weil;Alexander;Stephanie;False;exp-stim;schätzte;Alexander schätzte Stephanie, weil;Alexander schätzte Stephanie, weil sie eine sehr gute Freundin war.
weil;Alexander;Stephanie;False;exp-stim;verabscheute;Alexander verabscheute Stephanie, weil;Alexander verabscheute Stephanie, weil sie sich nicht um ihre Kinder kümmerte.
weil;Alexander;Stephanie;False;exp-stim;verehrte;Alexander verehrte Stephanie, weil;Alexander verehrte Stephanie, weil sie ihm die Liebe gab, die er brauchte.
weil;Alexander;Stephanie;False;exp-stim;vergötterte;Alexander vergötterte Stephanie, weil;Alexander vergötterte Stephanie, weil sie so schön war.
weil;Alexander;Stephanie;False;exp-stim;vermisste;Alexander vermisste Stephanie, weil;Alexander vermisste Stephanie, weil er sie nicht mehr sehen konnte.
weil;Stefan;Natalie;False;stim-exp;beeindruckte;Stefan beeindruckte Natalie, weil;Stefan beeindruckte Natalie, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Stefan;Natalie;False;stim-exp;enttäuschte;Stefan enttäuschte Natalie, weil;Stefan enttäuschte Natalie, weil sie sich nicht an die Regeln gehalten hatte.
weil;Stefan;Natalie;False;stim-exp;inspirierte;Stefan inspirierte Natalie, weil;Stefan inspirierte Natalie, weil sie sich von ihm inspirieren ließ.
weil;Stefan;Natalie;False;stim-exp;langweilte;Stefan langweilte Natalie, weil;Stefan langweilte Natalie, weil sie sich nicht mehr an ihn gewöhnen konnte.
weil;Stefan;Natalie;False;stim-exp;verblüffte;Stefan verblüffte Natalie, weil;Stefan verblüffte Natalie, weil sie sich so sehr für ihn interessierte.
weil;Stefan;Natalie;False;stim-exp;amüsierte;Stefan amüsierte Natalie, weil;Stefan amüsierte Natalie, weil sie sich so gut verstanden hatte.
weil;Stefan;Natalie;False;stim-exp;ängstigte;Stefan ängstigte Natalie, weil;Stefan ängstigte Natalie, weil sie nicht wusste, wie sie das anstellen sollte.
weil;Stefan;Natalie;False;stim-exp;begeisterte;Stefan begeisterte Natalie, weil;Stefan begeisterte Natalie, weil er ihr die Möglichkeit gab, sich selbst zu entdecken.
weil;Stefan;Natalie;False;stim-exp;bezauberte;Stefan bezauberte Natalie, weil;Stefan bezauberte Natalie, weil er ihr die Augen geöffnet hatte.
weil;Stefan;Natalie;False;stim-exp;entzückte;Stefan entzückte Natalie, weil;Stefan entzückte Natalie, weil er ihr die Augen öffnete.
weil;Stefan;Natalie;False;stim-exp;erschreckte;Stefan erschreckte Natalie, weil;Stefan erschreckte Natalie, weil sie nicht wusste, wie sie sich verhalten sollte.
weil;Stefan;Natalie;False;stim-exp;erschütterte;Stefan erschütterte Natalie, weil;Stefan erschütterte Natalie, weil sie nicht mehr wusste, was sie tun sollte.
weil;Stefan;Natalie;False;stim-exp;erstaunte;Stefan erstaunte Natalie, weil;Stefan erstaunte Natalie, weil sie sich so sehr für ihn interessierte.
weil;Stefan;Natalie;False;stim-exp;faszinierte;Stefan faszinierte Natalie, weil;Stefan faszinierte Natalie, weil sie ein sehr gefühlvolles und liebevolles Wesen war. Sie war sehr
weil;Stefan;Natalie;False;stim-exp;irritierte;Stefan irritierte Natalie, weil;Stefan irritierte Natalie, weil sie sich nicht an die Regeln hielt.
weil;Stefan;Natalie;False;stim-exp;schockierte;Stefan schockierte Natalie, weil;Stefan schockierte Natalie, weil sie nicht mehr wusste, was sie tun sollte.
weil;Stefan;Natalie;False;stim-exp;störte;Stefan störte Natalie, weil;Stefan störte Natalie, weil sie sich nicht an die Regeln hielt.
weil;Stefan;Natalie;False;stim-exp;überraschte;Stefan überraschte Natalie, weil;Stefan überraschte Natalie, weil sie sich nicht gemeldet hatte.
weil;Stefan;Natalie;False;stim-exp;verwirrte;Stefan verwirrte Natalie, weil;Stefan verwirrte Natalie, weil sie nicht wusste, was sie tun sollte.
weil;Stefan;Natalie;False;exp-stim;bewunderte;Stefan bewunderte Natalie, weil;Stefan bewunderte Natalie, weil sie sich so gut in die Rolle hineinversetzen konnte.
weil;Stefan;Natalie;False;exp-stim;fürchtete;Stefan fürchtete Natalie, weil;Stefan fürchtete Natalie, weil er sie so sehr liebte.
weil;Stefan;Natalie;False;exp-stim;sorgte sich um;Stefan sorgte sich um Natalie, weil;Stefan sorgte sich um Natalie, weil sie sich nicht mehr an ihn erinnern konnte.
weil;Stefan;Natalie;False;exp-stim;verachtete;Stefan verachtete Natalie, weil;Stefan verachtete Natalie, weil sie sich nicht an die Regeln hielt.
weil;Stefan;Natalie;False;exp-stim;vertraute;Stefan vertraute Natalie, weil;Stefan vertraute Natalie, weil sie die beste Freundin war.
weil;Stefan;Natalie;False;exp-stim;achtete;Stefan achtete Natalie, weil;Stefan achtete Natalie, weil er sie liebte.
weil;Stefan;Natalie;False;exp-stim;bedauerte;Stefan bedauerte Natalie, weil;Stefan bedauerte Natalie, weil sie nicht mehr mit ihr reden konnte.
weil;Stefan;Natalie;False;exp-stim;bemitleidete;Stefan bemitleidete Natalie, weil;Stefan bemitleidete Natalie, weil sie sich so sehr für ihn interessierte.
weil;Stefan;Natalie;False;exp-stim;ekelte sich vor;Stefan ekelte sich vor Natalie, weil;Stefan ekelte sich vor Natalie, weil sie sich nicht an die Regeln hielt.
