con;np1;np2;female;cat;verb;prompt;continuation
;Sebastian;Annika;False;stim-exp;irritierte;Sebastian irritierte Annika,;"Sebastian irritierte Annika, als sie ihn fragte, ob er nicht mit ihr zusammen sein wolle.
„Ich bin nicht so der Typ,"
;Sebastian;Annika;False;stim-exp;schockierte;Sebastian schockierte Annika,;"Sebastian schockierte Annika, als sie ihn fragte, ob er sie heiraten wolle.
„Ich bin nicht so der Typ, der sich"
;Sebastian;Annika;False;stim-exp;störte;Sebastian störte Annika,;Sebastian störte Annika, die sich in der Küche um die Arbeit kümmerte. „Ich habe mich schon gefragt, ob ich nicht
;Sebastian;Annika;False;stim-exp;überraschte;Sebastian überraschte Annika,;"Sebastian überraschte Annika, als sie ihn fragte, ob er sie heiraten wolle.
„Ich bin nicht so der Typ, der sich"
;Sebastian;Annika;False;stim-exp;verwirrte;Sebastian verwirrte Annika,;"Sebastian verwirrte Annika, als sie ihm sagte, dass sie ihn nicht mehr sehen könne.
„Ich bin nicht mehr da“, sagte er. „"
;Sebastian;Annika;False;exp-stim;bewunderte;Sebastian bewunderte Annika,;Sebastian bewunderte Annika, die ihm die Hand schüttelte. „Ich habe dich lieb“, sagte er. „Ich habe dich lieb,
;Sebastian;Annika;False;exp-stim;fürchtete;Sebastian fürchtete Annika,;"Sebastian fürchtete Annika, dass er sie nicht mehr sehen würde.
„Ich weiß nicht, was ich machen soll“, sagte er. „Ich bin"
;Sebastian;Annika;False;exp-stim;sorgte sich um;Sebastian sorgte sich um Annika,;"Sebastian sorgte sich um Annika, als sie ihn fragte, ob er sie nicht heiraten wolle.
„Ich habe mich schon gefragt, ob"
;Sebastian;Annika;False;exp-stim;verachtete;Sebastian verachtete Annika,;"Sebastian verachtete Annika, und er warf ihr vor, sie zu verraten.
Annika warf Sebastian vor, sie zu verraten."
;Sebastian;Annika;False;exp-stim;vertraute;Sebastian vertraute Annika,;Sebastian vertraute Annika, die ihm die Hand schüttelte. „Ich bin so froh, dass du da bist“, sagte sie. „
;Sebastian;Annika;False;exp-stim;achtete;Sebastian achtete Annika,;"Sebastian achtete Annika, als sie ihn fragte, ob er sie nicht liebte.
„Ich liebe dich“, sagte er. „"
;Sebastian;Annika;False;exp-stim;bedauerte;Sebastian bedauerte Annika,;"Sebastian bedauerte Annika, dass sie nicht mehr mit ihm zusammen sein konnte.
„Ich habe mich sehr gefreut, dass du dich bei mir"
;Sebastian;Annika;False;exp-stim;bemitleidete;Sebastian bemitleidete Annika,;"Sebastian bemitleidete Annika, weil sie sich nicht an die Regeln hielt.
„Ich habe mich nicht an die Regeln gehalten“, sagte Sebastian. „Ich"
;Sebastian;Annika;False;exp-stim;ekelte sich vor;Sebastian ekelte sich vor Annika,;"Sebastian ekelte sich vor Annika, als sie ihn fragte, ob er sie liebe.
„Ich liebe dich“, sagte er. „Ich lie"
;Sebastian;Annika;False;exp-stim;hasste;Sebastian hasste Annika,;Sebastian hasste Annika, aber er hatte keine Lust, sie zu verlieren. Er wollte sie nicht verlieren, aber er wollte sie nicht verl
;Sebastian;Annika;False;exp-stim;liebte;Sebastian liebte Annika,;Sebastian liebte Annika, aber er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr.
;Sebastian;Annika;False;exp-stim;misstraute;Sebastian misstraute Annika,;"Sebastian misstraute Annika, die ihn mit einem Kuss anlächelte.
„Ich bin nicht so, wie du es dir vorgestellt hast“, sagte"
;Sebastian;Annika;False;exp-stim;mochte;Sebastian mochte Annika,;Sebastian mochte Annika, die ihn in der Schule kennen gelernt hatte, nicht. Er war ein sehr schüchterner Junge, der
;Sebastian;Annika;False;exp-stim;respektierte;Sebastian respektierte Annika,;"Sebastian respektierte Annika, die sich in ihm verliebt hatte.
„Ich habe dich lieb, Sebastian“, sagte Annika. „Du"
;Sebastian;Annika;False;exp-stim;schätzte;Sebastian schätzte Annika,;"Sebastian schätzte Annika, dass die beiden sich gut verstehen würden.
„Ich bin sehr froh, dass ich dich kennen lernen durfte“, sagte"
;Sebastian;Annika;False;exp-stim;verabscheute;Sebastian verabscheute Annika,;"Sebastian verabscheute Annika, doch als sie ihn fragte, ob er sie liebe, antwortete er: „Ich liebe dich.“
"
;Sebastian;Annika;False;exp-stim;verehrte;Sebastian verehrte Annika,;"Sebastian verehrte Annika, die ihn mit einem Lächeln begrüßte.
„Ich bin sehr froh, dass du dich bei mir meld"
;Sebastian;Annika;False;exp-stim;vergötterte;Sebastian vergötterte Annika,;"Sebastian vergötterte Annika, weil sie ihn nicht liebte.
Annika hatte sich in Sebastian verliebt.
Annika hatte sich in"
;Sebastian;Annika;False;exp-stim;vermisste;Sebastian vermisste Annika,;Sebastian vermisste Annika, die ihn in der Schule kennen gelernt hatte. Er hatte sie in der Schule kennengelernt, als sie ihn
;Daniel;Laura;False;stim-exp;beeindruckte;Daniel beeindruckte Laura,;Daniel beeindruckte Laura, wie gut sie sich mit dem Thema auseinandersetzen konnte. „Ich habe mich sehr gefreut, dass ich mit Laura
;Daniel;Laura;False;stim-exp;enttäuschte;Daniel enttäuschte Laura,;"Daniel enttäuschte Laura, die sich auf den Weg nach Hause machte.
Laura war sehr enttäuscht, als sie erfuhr, dass sie sich"
;Daniel;Laura;False;stim-exp;inspirierte;Daniel inspirierte Laura,;"Daniel inspirierte Laura, sich für die Teilnahme an der Casting-Show ""The Voice of Germany"" zu bewerben.
Am 1."
;Daniel;Laura;False;stim-exp;langweilte;Daniel langweilte Laura,;"Daniel langweilte Laura, als sie ihn fragte, ob sie ihn heiraten wolle.
Laura: Ich bin nicht so der Typ, der"
;Daniel;Laura;False;stim-exp;verblüffte;Daniel verblüffte Laura,;Daniel verblüffte Laura, als sie ihn fragte, ob er sie heiraten wolle. Laura warf ihm vor, dass er sie nicht heir
;Daniel;Laura;False;stim-exp;amüsierte;Daniel amüsierte Laura,;"Daniel amüsierte Laura, wie er sie in die Arme nahm.
„Du bist ein toller Kerl, Laura!“
„Ich"
;Daniel;Laura;False;stim-exp;ängstigte;Daniel ängstigte Laura,;"Daniel ängstigte Laura, als sie ihn fragte, ob sie ihn heiraten wolle.
Laura warf ihm vor, dass er sie nicht"
;Daniel;Laura;False;stim-exp;begeisterte;Daniel begeisterte Laura,;Daniel begeisterte Laura, als sie ihn fragte, ob sie ihn heiraten wolle. Laura war begeistert, als sie erfuhr, dass
;Daniel;Laura;False;stim-exp;bezauberte;Daniel bezauberte Laura,;Daniel bezauberte Laura, als sie ihn fragte, ob sie ihn heiraten wolle. Laura war begeistert und sagte, dass sie ihn
;Daniel;Laura;False;stim-exp;entzückte;Daniel entzückte Laura,;Daniel entzückte Laura, als sie ihn fragte, ob er sie heiraten wolle. Laura warf ihm vor, dass er sie nicht heir
;Daniel;Laura;False;stim-exp;erschreckte;Daniel erschreckte Laura,;"Daniel erschreckte Laura, als sie ihn fragte, ob sie ihn nicht liebte.
Laura: Ich liebe dich.
Laura:"
;Daniel;Laura;False;stim-exp;erschütterte;Daniel erschütterte Laura,;"Daniel erschütterte Laura, als sie ihn fragte, ob sie ihn liebte.
„Ich liebe dich“, sagte Laura. „Ich"
;Daniel;Laura;False;stim-exp;erstaunte;Daniel erstaunte Laura,;Daniel erstaunte Laura, dass sie nicht mehr in der Lage ist, sich zu bewegen. Sie ist nicht mehr in der Lage, sich zu bewegen.
;Daniel;Laura;False;stim-exp;faszinierte;Daniel faszinierte Laura,;Daniel faszinierte Laura, als sie ihn fragte, ob sie ihn heiraten wolle. Laura warf ihm vor, dass er sie nicht heir
;Daniel;Laura;False;stim-exp;irritierte;Daniel irritierte Laura,;Daniel irritierte Laura, als sie ihn fragte, ob er sie nicht heiraten wolle. Laura warf ihm vor, dass er sie nicht
;Daniel;Laura;False;stim-exp;schockierte;Daniel schockierte Laura,;"Daniel schockierte Laura, als sie ihn fragte, ob sie ihn nicht liebte.
Laura: Ich liebe dich.
Laura:"
;Daniel;Laura;False;stim-exp;störte;Daniel störte Laura,;"Daniel störte Laura, als sie sich in die Arme legte.
„Ich bin so froh, dass du da bist. Ich habe dich"
;Daniel;Laura;False;stim-exp;überraschte;Daniel überraschte Laura,;Daniel überraschte Laura, als sie ihn fragte, ob sie ihn heiraten wolle. Laura war sehr überrascht, als sie erfuhr, dass
;Daniel;Laura;False;stim-exp;verwirrte;Daniel verwirrte Laura,;"Daniel verwirrte Laura, als sie ihn fragte, ob sie ihn nicht liebte.
Laura: Ich liebe dich.
Laura:"
;Daniel;Laura;False;exp-stim;bewunderte;Daniel bewunderte Laura,;Daniel bewunderte Laura, als sie ihn fragte, ob sie ihn heiraten wolle. Laura warf ihm vor, dass er sie nicht heir
;Daniel;Laura;False;exp-stim;fürchtete;Daniel fürchtete Laura,;"Daniel fürchtete Laura, dass sie sich in ihn verliebt.
Laura ist sehr froh, dass sie sich in ihn verliebt hat"
;Daniel;Laura;False;exp-stim;sorgte sich um;Daniel sorgte sich um Laura,;Daniel sorgte sich um Laura, als sie ihn in der Küche erwischte. Laura warf ihm vor, dass er sie nicht liebte.
;Daniel;Laura;False;exp-stim;verachtete;Daniel verachtete Laura,;"Daniel verachtete Laura, und er warf ihr vor, sie zu verraten.
Laura warf ihm vor, sie zu verraten.
"
;Daniel;Laura;False;exp-stim;vertraute;Daniel vertraute Laura,;"Daniel vertraute Laura, wie es weitergeht.
Laura: Ich bin so glücklich, dass ich dich kennen lernen durfte.
Laura"
;Daniel;Laura;False;exp-stim;achtete;Daniel achtete Laura,;"Daniel achtete Laura, als sie ihn fragte, ob sie ihn nicht liebte.
Laura: Ich liebe dich.
Laura:"
;Daniel;Laura;False;exp-stim;bedauerte;Daniel bedauerte Laura,;"Daniel bedauerte Laura, dass sie sich nicht mehr mit ihr unterhalten konnte.
„Ich habe mich sehr gefreut, dass sie sich wieder"
;Daniel;Laura;False;exp-stim;bemitleidete;Daniel bemitleidete Laura,;"Daniel bemitleidete Laura, als sie ihn in der Küche erwischte.
„Ich habe dich nicht gesehen, Laura“, sagte er. „"
;Daniel;Laura;False;exp-stim;ekelte sich vor;Daniel ekelte sich vor Laura,;"Daniel ekelte sich vor Laura, als sie ihn fragte, ob er sie heiraten wolle.
Laura: ""Ja, ich will!""
Laura"
;Daniel;Laura;False;exp-stim;hasste;Daniel hasste Laura,;Daniel hasste Laura, aber er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr.
;Daniel;Laura;False;exp-stim;liebte;Daniel liebte Laura,;Daniel liebte Laura, sie war die beste Freundin von Laura, sie war die beste Freundin von Laura, sie war die beste Freundin von Laura, sie
;Daniel;Laura;False;exp-stim;misstraute;Daniel misstraute Laura,;"Daniel misstraute Laura, weil sie sich nicht an die Regeln hielt.
Laura: Ich habe mich nicht an die Regeln gehalten.
Laura: Ich"
;Daniel;Laura;False;exp-stim;mochte;Daniel mochte Laura,;Daniel mochte Laura, sie war sehr nett und hilfsbereit. Das Haus ist sehr schön und sauber. Wir haben uns sehr wohl gef
;Daniel;Laura;False;exp-stim;respektierte;Daniel respektierte Laura,;Daniel respektierte Laura, als sie ihn fragte, ob er sie heiraten wolle. Er warf ihr vor, dass sie ihn nicht lie
;Daniel;Laura;False;exp-stim;schätzte;Daniel schätzte Laura,;"Daniel schätzte Laura, wie sehr sie sich in ihn verliebt hatte.
„Ich weiß nicht, was ich machen soll“, sagte Laura."
;Daniel;Laura;False;exp-stim;verabscheute;Daniel verabscheute Laura,;"Daniel verabscheute Laura, aber sie war nicht bereit, sich zu entschuldigen.
""Ich habe mich nicht entschuldigt"", sagte Laura."
;Daniel;Laura;False;exp-stim;verehrte;Daniel verehrte Laura,;Daniel verehrte Laura, ich habe mich sehr gefreut, dass Sie sich für die Teilnahme an der Veranstaltung entschieden haben. Ich freue mich sehr
;Daniel;Laura;False;exp-stim;vergötterte;Daniel vergötterte Laura,;"Daniel vergötterte Laura, die sich in ihn verliebt hatte.
Laura ist eine junge Frau, die sich in einen Mann verliebt hat"
;Daniel;Laura;False;exp-stim;vermisste;Daniel vermisste Laura,;"Daniel vermisste Laura, die ihn mit einem Kuss anlächelte.
„Ich habe dich lieb, Laura“, sagte er. „Ich"
;Jan;Jennifer;False;stim-exp;beeindruckte;Jan beeindruckte Jennifer,;"Jan beeindruckte Jennifer, wie gut sie sich mit dem Thema auseinandersetzen konnte.
„Ich habe mich sehr gefreut, dass ich mit"
;Jan;Jennifer;False;stim-exp;enttäuschte;Jan enttäuschte Jennifer,;"Jan enttäuschte Jennifer, dass er sie nicht mehr liebt.
Jennifer ist enttäuscht, dass er sie nicht mehr liebt"
;Jan;Jennifer;False;stim-exp;inspirierte;Jan inspirierte Jennifer,;"Jan inspirierte Jennifer, sich mit dem Thema „Menschenrechte“ auseinanderzusetzen.
„Ich habe mich in meinem Leben immer"
;Jan;Jennifer;False;stim-exp;langweilte;Jan langweilte Jennifer,;"Jan langweilte Jennifer, als sie ihn fragte, ob sie mit ihm zusammen sein wolle.
„Ich bin nicht so, wie du es"
;Jan;Jennifer;False;stim-exp;verblüffte;Jan verblüffte Jennifer,;"Jan verblüffte Jennifer, die ihn mit einem Kuss anlächelte.
„Ich bin so glücklich, dass du mich gefunden hast“,"
;Jan;Jennifer;False;stim-exp;amüsierte;Jan amüsierte Jennifer,;"Jan amüsierte Jennifer, die sich in der Küche aufhielt, mit einem Lächeln.
„Ich habe dich so lieb,"
;Jan;Jennifer;False;stim-exp;ängstigte;Jan ängstigte Jennifer,;Jan ängstigte Jennifer, die sich mit ihrem Mann und ihren beiden Kindern in einem Hotel in der Nähe von Los Angeles aufhielt. Sie hatte sich
;Jan;Jennifer;False;stim-exp;begeisterte;Jan begeisterte Jennifer,;Jan begeisterte Jennifer, als sie sich in der Küche umdrehte. „Ich habe mich gefreut, dass du dich so gut
;Jan;Jennifer;False;stim-exp;bezauberte;Jan bezauberte Jennifer,;"Jan bezauberte Jennifer, als er sie fragte, ob sie mit ihm zusammen sein wolle.
„Ja, ich bin mit dir zusammen."
;Jan;Jennifer;False;stim-exp;entzückte;Jan entzückte Jennifer,;Jan entzückte Jennifer, als er sie mit einem Kuss in den Arm nahm. „Ich liebe dich“, sagte er. „Ich liebe
;Jan;Jennifer;False;stim-exp;erschreckte;Jan erschreckte Jennifer,;"Jan erschreckte Jennifer, als sie ihn fragte, ob sie ihn nicht liebte.
„Ich liebe dich“, sagte Jennifer. „"
;Jan;Jennifer;False;stim-exp;erschütterte;Jan erschütterte Jennifer,;"Jan erschütterte Jennifer, als sie ihn fragte, ob sie ihn heiraten wolle.
„Ich habe ihn gefragt, ob er mich"
;Jan;Jennifer;False;stim-exp;erstaunte;Jan erstaunte Jennifer,;Jan erstaunte Jennifer, als sie von einem Mann mit einem Messer bedroht wurde. Er hatte sie mit einem Messer bedroht, als sie
;Jan;Jennifer;False;stim-exp;faszinierte;Jan faszinierte Jennifer,;"Jan faszinierte Jennifer, wie gut sie sich in die Rolle hineinversetzen konnte.
„Ich habe mich sehr gefreut, dass ich die"
;Jan;Jennifer;False;stim-exp;irritierte;Jan irritierte Jennifer,;Jan irritierte Jennifer, als sie ihn fragte, ob er sie heiraten wolle. Er sagte, dass er sie heiraten wolle,
;Jan;Jennifer;False;stim-exp;schockierte;Jan schockierte Jennifer,;"Jan schockierte Jennifer, als er ihr sagte, dass sie sich nicht mehr trauen würde, mit ihm zu schlafen.
Jennifer"
;Jan;Jennifer;False;stim-exp;störte;Jan störte Jennifer,;"Jan störte Jennifer, als sie sich in die Arme legte.
„Ich bin so froh, dass du mich liebst“, sagte sie."
;Jan;Jennifer;False;stim-exp;überraschte;Jan überraschte Jennifer,;"Jan überraschte Jennifer, als sie ihn fragte, ob sie mit ihm zusammen sein wolle.
„Ich bin nicht so, wie du es"
;Jan;Jennifer;False;stim-exp;verwirrte;Jan verwirrte Jennifer,;Jan verwirrte Jennifer, dass sie nicht mehr in der Lage ist, ihre Mutter zu besuchen. Sie ist nicht mehr in der Lage, ihre Mutter
;Jan;Jennifer;False;exp-stim;bewunderte;Jan bewunderte Jennifer,;Jan bewunderte Jennifer, als sie ihn in der Schule traf. Sie warf ihm vor, dass er sich nicht an sie gewöhnt habe.
;Jan;Jennifer;False;exp-stim;fürchtete;Jan fürchtete Jennifer,;"Jan fürchtete Jennifer, dass sie sich in ihrem Leben nicht mehr wohlfühlen würde.
""Ich habe mich in meinem Leben nicht mehr wohl"
;Jan;Jennifer;False;exp-stim;sorgte sich um;Jan sorgte sich um Jennifer,;Jan sorgte sich um Jennifer, die sich in einem Waldstück versteckt hatte. Als sie sich auf den Weg machte, wurde sie von einem Mann angegriffen
;Jan;Jennifer;False;exp-stim;verachtete;Jan verachtete Jennifer,;Jan verachtete Jennifer, dass sie nicht mehr mit ihrem Mann zusammen sein konnte. Sie war sehr traurig, dass sie nicht mehr mit ihm zusammen
;Jan;Jennifer;False;exp-stim;vertraute;Jan vertraute Jennifer,;"Jan vertraute Jennifer, dass sie sich in der Lage fühle, die Welt zu retten.
Jennifer ist eine junge Frau, die sich"
;Jan;Jennifer;False;exp-stim;achtete;Jan achtete Jennifer,;Jan achtete Jennifer, als er sie fragte, ob sie mit ihm zusammen sein wolle, darauf, dass sie sich nicht von ihm trennen
;Jan;Jennifer;False;exp-stim;bedauerte;Jan bedauerte Jennifer,;"Jan bedauerte Jennifer, dass sie nicht mehr mit ihm zusammenarbeiten konnte.
„Ich habe mich sehr gefreut, dass sie sich entschieden hat"
;Jan;Jennifer;False;exp-stim;bemitleidete;Jan bemitleidete Jennifer,;Jan bemitleidete Jennifer, als er sie fragte, ob sie mit ihm zusammen sein wolle. Er sagte ihr, dass er sie liebe und
;Jan;Jennifer;False;exp-stim;ekelte sich vor;Jan ekelte sich vor Jennifer,;Jan ekelte sich vor Jennifer, aber er wollte es nicht. Er wollte es nicht, weil er es nicht wollte. Er wollte es nicht, weil er es
;Jan;Jennifer;False;exp-stim;hasste;Jan hasste Jennifer,;Jan hasste Jennifer, aber er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr. Er wollte sie nicht mehr.
;Jan;Jennifer;False;exp-stim;liebte;Jan liebte Jennifer,;Jan liebte Jennifer, sie war eine wunderbare Frau, die sich um alles kümmerte. Sie war eine sehr liebe und auf
;Jan;Jennifer;False;exp-stim;misstraute;Jan misstraute Jennifer,;Jan misstraute Jennifer, die er alles aan doet om haar te beschermen. Maar als ze haar vader ontmoet, weet ze dat ze hem
;Jan;Jennifer;False;exp-stim;mochte;Jan mochte Jennifer,;Jan mochte Jennifer, die ich vor ein paar Jahren kennengelernt habe, nicht mehr kennenlernen. Sie war sehr zurückhaltend und
;Jan;Jennifer;False;exp-stim;respektierte;Jan respektierte Jennifer,;"Jan respektierte Jennifer, als sie ihn fragte, ob sie ihn heiraten wolle.
„Ich habe mich schon immer für die Liebe entschieden"
;Jan;Jennifer;False;exp-stim;schätzte;Jan schätzte Jennifer,;"Jan schätzte Jennifer, dass es ihr gut geht.
„Ich habe mich sehr wohl gefühlt. Ich habe mich sehr wohl gefühlt"
;Jan;Jennifer;False;exp-stim;verabscheute;Jan verabscheute Jennifer,;"Jan verabscheute Jennifer, aber sie war nicht bereit, sich zu entschuldigen.
„Ich habe dich nicht entschuldigt“, sagte sie."
;Jan;Jennifer;False;exp-stim;verehrte;Jan verehrte Jennifer,;Jan verehrte Jennifer, sie war eine wunderbare Gastgeberin, die uns mit vielen Informationen über die Gegend und die Umgebung versorgt hat.
;Jan;Jennifer;False;exp-stim;vergötterte;Jan vergötterte Jennifer,;Jan vergötterte Jennifer, die sich in ihn verliebt hatte. Er warf ihr vor, sie zu verraten. Als sie sich weigerte
;Jan;Jennifer;False;exp-stim;vermisste;Jan vermisste Jennifer,;"Jan vermisste Jennifer, die er am nächsten Tag wieder auftauchte.
Jennifer war in der Nacht von Samstag auf Sonntag in einem"
;Alexander;Stephanie;False;stim-exp;beeindruckte;Alexander beeindruckte Stephanie,;"Alexander beeindruckte Stephanie, wie gut sie sich auf die neue Aufgabe vorbereitet hat.
„Ich bin sehr stolz auf meine Arbeit und"
;Alexander;Stephanie;False;stim-exp;enttäuschte;Alexander enttäuschte Stephanie,;"Alexander enttäuschte Stephanie, als sie von ihrer Mutter erfuhr, dass sie nicht mehr in der Lage ist, ihre Mutter zu besuchen.
Als Stephanie"
;Alexander;Stephanie;False;stim-exp;inspirierte;Alexander inspirierte Stephanie,;"Alexander inspirierte Stephanie, sich für die Teilnahme an der Castingshow ""The Voice of Germany"" zu bewerben.
Stephanie ist"
;Alexander;Stephanie;False;stim-exp;langweilte;Alexander langweilte Stephanie,;Alexander langweilte Stephanie, als sie sich in die Arme legte. „Ich bin so froh, dass du da bist“, sagte sie. „
;Alexander;Stephanie;False;stim-exp;verblüffte;Alexander verblüffte Stephanie,;"Alexander verblüffte Stephanie, als sie ihn fragte, ob er sie heiraten wolle.
„Ich habe mich schon gefragt, ob ich"
;Alexander;Stephanie;False;stim-exp;amüsierte;Alexander amüsierte Stephanie,;"Alexander amüsierte Stephanie, wie gut sie sich in der neuen Rolle wohl fühlt.
„Ich bin sehr froh, dass ich hier bin"
;Alexander;Stephanie;False;stim-exp;ängstigte;Alexander ängstigte Stephanie,;"Alexander ängstigte Stephanie, dass sie sich nicht mehr an die Regeln halten könne.
""Ich habe mich nicht mehr an die Regeln gehalten. Ich habe"
;Alexander;Stephanie;False;stim-exp;begeisterte;Alexander begeisterte Stephanie,;Alexander begeisterte Stephanie, als sie sich in ihr Zimmer begab. „Ich habe mich gefreut, dass du dich so wohl gefühlt
;Alexander;Stephanie;False;stim-exp;bezauberte;Alexander bezauberte Stephanie,;Alexander bezauberte Stephanie, als sie sich in ihr Zimmer zurückzog. „Ich habe mich gefreut, dass du dich so wohl gefühlt
;Alexander;Stephanie;False;stim-exp;entzückte;Alexander entzückte Stephanie,;"Alexander entzückte Stephanie, als sie ihn fragte, ob er sie heiraten wolle.
Stephanie: ""Ja, ich bin auch"
;Alexander;Stephanie;False;stim-exp;erschreckte;Alexander erschreckte Stephanie,;"Alexander erschreckte Stephanie, die sich in ihrem Zimmer aufhielt.
„Ich habe dich nicht gesehen“, sagte sie. „Ich habe dich nicht"
;Alexander;Stephanie;False;stim-exp;erschütterte;Alexander erschütterte Stephanie,;Alexander erschütterte Stephanie, als sie ihn fragte, ob sie ihn nicht liebte. „Ich habe ihn nie lieb, aber ich habe
;Alexander;Stephanie;False;stim-exp;erstaunte;Alexander erstaunte Stephanie,;Alexander erstaunte Stephanie, dass sie nicht mehr in der Lage ist, sich zu bewegen. Sie ist nicht mehr in der Lage, sich zu bewegen.
;Alexander;Stephanie;False;stim-exp;faszinierte;Alexander faszinierte Stephanie,;"Alexander faszinierte Stephanie, als sie ihn im Jahr 2000 in einem Interview fragte, ob sie mit ihm zusammen sein wolle.
Stephanie"
;Alexander;Stephanie;False;stim-exp;irritierte;Alexander irritierte Stephanie,;"Alexander irritierte Stephanie, als sie ihn fragte, ob er nicht mit ihr zusammen sein könne.
„Ich bin nicht so, wie du es"
;Alexander;Stephanie;False;stim-exp;schockierte;Alexander schockierte Stephanie,;"Alexander schockierte Stephanie, als sie ihn fragte, ob sie ihn heiraten wolle.
Stephanie: ""Ja, ich will!"""
;Alexander;Stephanie;False;stim-exp;störte;Alexander störte Stephanie,;"Alexander störte Stephanie, als sie sich in die Arme legte.
„Ich habe dich lieb“, sagte sie. „Ich habe dich lieb"
;Alexander;Stephanie;False;stim-exp;überraschte;Alexander überraschte Stephanie,;"Alexander überraschte Stephanie, als sie ihn fragte, ob sie mit ihm zusammen sein wolle.
„Ich bin nicht so der Typ, der"
;Alexander;Stephanie;False;stim-exp;verwirrte;Alexander verwirrte Stephanie,;"Alexander verwirrte Stephanie, als er sie fragte, ob sie mit ihm zusammen sein wolle.
„Ich bin nicht so der Typ, der"
;Alexander;Stephanie;False;exp-stim;bewunderte;Alexander bewunderte Stephanie,;Alexander bewunderte Stephanie, als sie sich mit ihr in die Arme legte. „Ich liebe dich“, sagte sie. „Ich liebe dich so
;Alexander;Stephanie;False;exp-stim;fürchtete;Alexander fürchtete Stephanie,;"Alexander fürchtete Stephanie, dass sie sich in der Öffentlichkeit nicht wohlfühlen würde.
""Ich habe mich in der Öffentlichkeit nicht wohl gefühlt"
;Alexander;Stephanie;False;exp-stim;sorgte sich um;Alexander sorgte sich um Stephanie,;"Alexander sorgte sich um Stephanie, weil er sie nicht mehr sehen konnte.
""Ich habe mich sehr gefreut, dass sie wieder da ist"", sagte"
;Alexander;Stephanie;False;exp-stim;verachtete;Alexander verachtete Stephanie,;"Alexander verachtete Stephanie, und er warf ihr vor, sie zu verraten.
Als Stephanie sich weigerte, ihn zu verraten, wurde"
