con;np1;np2;female;cat;verb;prompt;continuation
weil;Daniel;Laura;False;exp-stim;respektierte;Daniel respektierte Laura, weil;"Daniel respektierte Laura, weil er sie nicht nur als seine Geliebte, sondern auch als seine Geliebte betrachtete.
Laura war"
weil;Daniel;Laura;False;exp-stim;schätzte;Daniel schätzte Laura, weil;"Daniel schätzte Laura, weil sie sich sehr gut in sie hineinversetzen konnte.
Sie war sehr nett und hilfs"
weil;Daniel;Laura;False;exp-stim;verabscheute;Daniel verabscheute Laura, weil;"Daniel verabscheute Laura, weil sie sie für einen schlechten Menschen hielt.
Sie war eine sehr starke Frau, die sich"
weil;Daniel;Laura;False;exp-stim;verehrte;Daniel verehrte Laura, weil;"Daniel verehrte Laura, weil sie sich in ihn verliebt hatte.
Laura war eine sehr gute Schülerin, die sich in"
weil;Daniel;Laura;False;exp-stim;vergötterte;Daniel vergötterte Laura, weil;"Daniel vergötterte Laura, weil er sie liebte.
Er liebte sie, weil er sie liebte.
Laura war eine"
weil;Daniel;Laura;False;exp-stim;vermisste;Daniel vermisste Laura, weil;"Daniel vermisste Laura, weil sie nicht mehr in der Lage war, die Wohnung zu verlassen.
Die Polizei fand sie"
weil;Jan;Jennifer;False;stim-exp;beeindruckte;Jan beeindruckte Jennifer, weil;Jan beeindruckte Jennifer, weil sie sich in der Lage fühlte, sich in die Welt der Menschen hineinzuversetzen.
weil;Jan;Jennifer;False;stim-exp;enttäuschte;Jan enttäuschte Jennifer, weil;"Jan enttäuschte Jennifer, weil sie nicht die Erwartungen erfüllt hat, die sie sich selbst gesetzt hatte.
Sie hat sich"
weil;Jan;Jennifer;False;stim-exp;inspirierte;Jan inspirierte Jennifer, weil;"Jan inspirierte Jennifer, weil sie sich in der Natur wohl fühlte und weil sie sich in der Natur wohl fühlte.
"
weil;Jan;Jennifer;False;stim-exp;langweilte;Jan langweilte Jennifer, weil;"Jan langweilte Jennifer, weil sie nicht wusste, was sie tun sollte.
Sie war sich nicht sicher, ob sie"
weil;Jan;Jennifer;False;stim-exp;verblüffte;Jan verblüffte Jennifer, weil;Jan verblüffte Jennifer, weil sie sich nicht nur für die Liebe, sondern auch für die Liebe zu den Menschen interessiert.
weil;Jan;Jennifer;False;stim-exp;amüsierte;Jan amüsierte Jennifer, weil;Jan amüsierte Jennifer, weil sie sich in den Kopf gesetzt hatte, dass sie sich in den Kopf gesetzt hatte, dass
weil;Jan;Jennifer;False;stim-exp;ängstigte;Jan ängstigte Jennifer, weil;"Jan ängstigte Jennifer, weil sie nicht wusste, dass sie schwanger war.
Sie war sich nicht sicher, ob sie"
weil;Jan;Jennifer;False;stim-exp;begeisterte;Jan begeisterte Jennifer, weil;"Jan begeisterte Jennifer, weil sie sich in der Gruppe wohlfühlte.
Sie war sehr nett und hat sich sehr"
weil;Jan;Jennifer;False;stim-exp;bezauberte;Jan bezauberte Jennifer, weil;"Jan bezauberte Jennifer, weil sie so schön war.
Sie war so schön, weil sie so schön war.
"
weil;Jan;Jennifer;False;stim-exp;entzückte;Jan entzückte Jennifer, weil;"Jan entzückte Jennifer, weil sie so schön war.
Sie war so schön, weil sie so schön war.
"
weil;Jan;Jennifer;False;stim-exp;erschreckte;Jan erschreckte Jennifer, weil;"Jan erschreckte Jennifer, weil er sie mit einem Messer bedroht hatte.
Die Polizei nahm den Mann fest.
Der"
weil;Jan;Jennifer;False;stim-exp;erschütterte;Jan erschütterte Jennifer, weil;"Jan erschütterte Jennifer, weil er sie mit einem Messer bedroht hatte.
Die Polizei nahm den Mann fest.
Die"
weil;Jan;Jennifer;False;stim-exp;erstaunte;Jan erstaunte Jennifer, weil;"Jan erstaunte Jennifer, weil sie nicht nur eine gute Freundin war, sondern auch eine gute Freundin.
Sie war eine"
weil;Jan;Jennifer;False;stim-exp;faszinierte;Jan faszinierte Jennifer, weil;"Jan faszinierte Jennifer, weil er sie so sehr liebte.
Sie war so sehr von ihm fasziniert, dass sie ihn"
weil;Jan;Jennifer;False;stim-exp;irritierte;Jan irritierte Jennifer, weil;"Jan irritierte Jennifer, weil sie sich nicht mehr an die Regeln hielt.
Sie wurde von der Polizei in Gewahrsam genommen"
weil;Jan;Jennifer;False;stim-exp;schockierte;Jan schockierte Jennifer, weil;"Jan schockierte Jennifer, weil er sie mit einem Messer bedroht hatte.
Die Polizei nahm den Mann fest.
Der"
weil;Jan;Jennifer;False;stim-exp;störte;Jan störte Jennifer, weil;"Jan störte Jennifer, weil er sie nicht mochte.
Sie war so wütend, dass sie ihn nicht mehr mochte."
weil;Jan;Jennifer;False;stim-exp;überraschte;Jan überraschte Jennifer, weil;"Jan überraschte Jennifer, weil sie nicht nur eine gute Freundin, sondern auch eine gute Freundin ist.
Sie ist eine"
weil;Jan;Jennifer;False;stim-exp;verwirrte;Jan verwirrte Jennifer, weil;"Jan verwirrte Jennifer, weil sie nicht wusste, was sie tun sollte.
Sie war sich nicht sicher, ob sie"
weil;Jan;Jennifer;False;exp-stim;bewunderte;Jan bewunderte Jennifer, weil;"Jan bewunderte Jennifer, weil sie so schön war.
Sie war so schön, weil sie so schön war.
"
weil;Jan;Jennifer;False;exp-stim;fürchtete;Jan fürchtete Jennifer, weil;"Jan fürchtete Jennifer, weil sie sich nicht mehr um sie kümmern konnte.
Sie war so wütend, dass sie sich"
weil;Jan;Jennifer;False;exp-stim;sorgte sich um;Jan sorgte sich um Jennifer, weil;"Jan sorgte sich um Jennifer, weil sie nicht mehr in der Lage war, die Wohnung zu verlassen.
Sie wurde von ihrem"
weil;Jan;Jennifer;False;exp-stim;verachtete;Jan verachtete Jennifer, weil;"Jan verachtete Jennifer, weil sie nicht mehr in der Lage war, sich zu bewegen.
Sie war nicht mehr in"
weil;Jan;Jennifer;False;exp-stim;vertraute;Jan vertraute Jennifer, weil;"Jan vertraute Jennifer, weil er ihr eine Chance geben wollte, die er ihr nicht geben konnte.
Sie war so"
weil;Jan;Jennifer;False;exp-stim;achtete;Jan achtete Jennifer, weil;"Jan achtete Jennifer, weil sie nicht wusste, dass sie schwanger war.
Sie hatte keine Ahnung, dass sie schwanger"
weil;Jan;Jennifer;False;exp-stim;bedauerte;Jan bedauerte Jennifer, weil;"Jan bedauerte Jennifer, weil er sie nicht mochte.
Er sagte, dass er sie nicht mochte, weil sie nicht"
weil;Jan;Jennifer;False;exp-stim;bemitleidete;Jan bemitleidete Jennifer, weil;Jan bemitleidete Jennifer, weil sie sich in den Kopf gesetzt hatte, dass sie sich in den Kopf gesetzt hatte, dass
weil;Jan;Jennifer;False;exp-stim;ekelte sich vor;Jan ekelte sich vor Jennifer, weil;"Jan ekelte sich vor Jennifer, weil sie nicht wusste, dass sie sich in den Kopf gesetzt hatte, sich umzubringen.
Sie"
weil;Jan;Jennifer;False;exp-stim;hasste;Jan hasste Jennifer, weil;"Jan hasste Jennifer, weil sie sich nicht mehr in ihn verliebte.
Sie war sich sicher, dass sie ihn"
weil;Jan;Jennifer;False;exp-stim;liebte;Jan liebte Jennifer, weil;"Jan liebte Jennifer, weil sie sie liebte.
Sie liebte ihn, weil sie ihn liebte.
Sie liebte ihn"
weil;Jan;Jennifer;False;exp-stim;misstraute;Jan misstraute Jennifer, weil;"Jan misstraute Jennifer, weil sie nicht wusste, was sie tun sollte.
Sie war sich nicht sicher, ob sie"
weil;Jan;Jennifer;False;exp-stim;mochte;Jan mochte Jennifer, weil;"Jan mochte Jennifer, weil er sie liebte.
Er mochte sie, weil er sie liebte.
Er mochte sie"
weil;Jan;Jennifer;False;exp-stim;respektierte;Jan respektierte Jennifer, weil;"Jan respektierte Jennifer, weil sie die Liebe ihres Lebens gefunden hatte.
Doch dann kam alles anders.
Sie wurde"
weil;Jan;Jennifer;False;exp-stim;schätzte;Jan schätzte Jennifer, weil;"Jan schätzte Jennifer, weil er sie für die beste Schauspielerin hielt, die er je gesehen hatte.
Sie war eine"
weil;Jan;Jennifer;False;exp-stim;verabscheute;Jan verabscheute Jennifer, weil;"Jan verabscheute Jennifer, weil er sie als „unmoralisch“ und „unmoralisch“ ablehnte.
Er"
weil;Jan;Jennifer;False;exp-stim;verehrte;Jan verehrte Jennifer, weil;"Jan verehrte Jennifer, weil er sie liebte.
Er liebte sie, weil er sie liebte.
Er liebte sie"
weil;Jan;Jennifer;False;exp-stim;vergötterte;Jan vergötterte Jennifer, weil;"Jan vergötterte Jennifer, weil er sie liebte.
Er liebte sie, weil er sie liebte.
Er liebte sie"
weil;Jan;Jennifer;False;exp-stim;vermisste;Jan vermisste Jennifer, weil;"Jan vermisste Jennifer, weil sie nicht mehr in der Lage war, die Wohnung zu verlassen.
Sie wurde von einem"
weil;Alexander;Stephanie;False;stim-exp;beeindruckte;Alexander beeindruckte Stephanie, weil;"Alexander beeindruckte Stephanie, weil er ihr die Möglichkeit gab, sich in die Welt der Menschen hineinzuversetzen.
"
weil;Alexander;Stephanie;False;stim-exp;enttäuschte;Alexander enttäuschte Stephanie, weil;"Alexander enttäuschte Stephanie, weil sie sich nicht so gut in die Gruppe hineinversetzen konnte.
Sie war nicht in"
weil;Alexander;Stephanie;False;stim-exp;inspirierte;Alexander inspirierte Stephanie, weil;"Alexander inspirierte Stephanie, weil sie sich von der Natur inspirieren ließ.
Sie hat sich mit der Natur verbunden gefühlt und"
weil;Alexander;Stephanie;False;stim-exp;langweilte;Alexander langweilte Stephanie, weil;"Alexander langweilte Stephanie, weil sie nicht wusste, was sie tun sollte.
Sie hatte keine Ahnung, was sie tun"
weil;Alexander;Stephanie;False;stim-exp;verblüffte;Alexander verblüffte Stephanie, weil;Alexander verblüffte Stephanie, weil sie sich nicht nur mit dem Thema „Sex“ beschäftigt, sondern auch mit der Frage,
weil;Alexander;Stephanie;False;stim-exp;amüsierte;Alexander amüsierte Stephanie, weil;"Alexander amüsierte Stephanie, weil sie sich in der Schule nicht so benahm wie die anderen Kinder.
Sie war sehr"
weil;Alexander;Stephanie;False;stim-exp;ängstigte;Alexander ängstigte Stephanie, weil;"Alexander ängstigte Stephanie, weil sie nicht mehr wusste, was sie tun sollte.
Sie war sich nicht sicher, ob"
weil;Alexander;Stephanie;False;stim-exp;begeisterte;Alexander begeisterte Stephanie, weil;"Alexander begeisterte Stephanie, weil sie sich in der Gruppe wohlfühlte.
„Ich habe mich sehr wohl gefühlt“,"
weil;Alexander;Stephanie;False;stim-exp;bezauberte;Alexander bezauberte Stephanie, weil;"Alexander bezauberte Stephanie, weil sie so schön war.
Sie war so schön, weil sie so schön war.
"
weil;Alexander;Stephanie;False;stim-exp;entzückte;Alexander entzückte Stephanie, weil;"Alexander entzückte Stephanie, weil er sie so lieb hatte.
Sie war so verliebt, dass sie ihn nicht mehr los"
weil;Alexander;Stephanie;False;stim-exp;erschreckte;Alexander erschreckte Stephanie, weil;"Alexander erschreckte Stephanie, weil sie nicht wusste, dass sie schwanger war.
Sie war nicht in der Lage, die"
weil;Alexander;Stephanie;False;stim-exp;erschütterte;Alexander erschütterte Stephanie, weil;"Alexander erschütterte Stephanie, weil sie sich in der Vergangenheit immer wieder mit dem Thema Alkoholmissbrauch auseinandergesetzt hatte.
Sie"
weil;Alexander;Stephanie;False;stim-exp;erstaunte;Alexander erstaunte Stephanie, weil;"Alexander erstaunte Stephanie, weil sie sich nicht vorstellen konnte, dass sie sich in einem solchen Fall nicht wehren kann.
"
weil;Alexander;Stephanie;False;stim-exp;faszinierte;Alexander faszinierte Stephanie, weil;"Alexander faszinierte Stephanie, weil sie sich in der Natur und in der Naturwelt sehr wohl gefühlt hat.
Sie hat"
weil;Alexander;Stephanie;False;stim-exp;irritierte;Alexander irritierte Stephanie, weil;"Alexander irritierte Stephanie, weil sie sich nicht mehr an die Regeln hielt.
Sie wurde von der Polizei in Gewahrsam genommen"
weil;Alexander;Stephanie;False;stim-exp;schockierte;Alexander schockierte Stephanie, weil;"Alexander schockierte Stephanie, weil sie nicht wusste, dass sie schwanger war.
Sie hatte keine Ahnung, dass sie schwanger"
weil;Alexander;Stephanie;False;stim-exp;störte;Alexander störte Stephanie, weil;"Alexander störte Stephanie, weil sie sich nicht an die Regeln hielt.
Sie wurde von der Polizei in Gewahrsam genommen."
weil;Alexander;Stephanie;False;stim-exp;überraschte;Alexander überraschte Stephanie, weil;Alexander überraschte Stephanie, weil sie nicht nur die erste Frau in der Geschichte der Olympischen Spiele war, sondern auch die erste
weil;Alexander;Stephanie;False;stim-exp;verwirrte;Alexander verwirrte Stephanie, weil;"Alexander verwirrte Stephanie, weil sie nicht wusste, dass sie schwanger war.
Sie hatte keine Ahnung, dass sie schwanger"
weil;Alexander;Stephanie;False;exp-stim;bewunderte;Alexander bewunderte Stephanie, weil;"Alexander bewunderte Stephanie, weil sie eine Frau war, die sich nicht scheute, sich zu schämen.
Sie"
weil;Alexander;Stephanie;False;exp-stim;fürchtete;Alexander fürchtete Stephanie, weil;"Alexander fürchtete Stephanie, weil sie sich nicht mehr um sie kümmern konnte.
Sie war so verzweifelt, dass sie sich"
weil;Alexander;Stephanie;False;exp-stim;sorgte sich um;Alexander sorgte sich um Stephanie, weil;"Alexander sorgte sich um Stephanie, weil sie nicht mehr in der Lage war, die Wohnung zu verlassen.
Sie wurde von ihrem"
weil;Alexander;Stephanie;False;exp-stim;verachtete;Alexander verachtete Stephanie, weil;"Alexander verachtete Stephanie, weil er sie für eine Frau hielt, die er liebte.
Er war der Meinung, dass"
weil;Alexander;Stephanie;False;exp-stim;vertraute;Alexander vertraute Stephanie, weil;"Alexander vertraute Stephanie, weil sie sich in der Vergangenheit immer wieder mit dem Thema beschäftigt hat.
„Ich habe mich"
weil;Alexander;Stephanie;False;exp-stim;achtete;Alexander achtete Stephanie, weil;"Alexander achtete Stephanie, weil sie nicht wusste, dass sie schwanger war.
Sie hatte keine Ahnung, dass sie schwanger"
weil;Alexander;Stephanie;False;exp-stim;bedauerte;Alexander bedauerte Stephanie, weil;"Alexander bedauerte Stephanie, weil sie sich nicht mehr an die Regeln gehalten habe.
""Ich habe mich nicht mehr an"
